,PARTIDO,NUM_VOTOS,PORCENTAJE
896,VOX,32,"10,28938906752411575562700964630225080386"
1423,VOX,54,"11,34453781512605042016806722689075630252"
5775,VOX,69,"24,82014388489208633093525179856115107914"
1440,VOX,42,"8,46774193548387096774193548387096774194"
29,VOX,46,"11,3022113022113022113022113022113022113"
1457,VOX,81,"12,89808917197452229299363057324840764331"
879,VOX,55,"17,29559748427672955974842767295597484277"
1474,VOX,81,"13,43283582089552238805970149253731343284"
4687,VOX,63,"13,49036402569593147751605995717344753747"
1491,VOX,86,"14,93055555555555555555555555555555555556"
5758,VOX,120,"18,2094081942336874051593323216995447648"
1508,VOX,96,"15,18987341772151898734177215189873417722"
1525,VOX,83,"14,11564625850340136054421768707482993197"
862,VOX,35,"5,87248322147651006711409395973154362416"
4738,VOX,81,"13,04347826086956521739130434782608695652"
1287,VOX,42,"12,80487804878048780487804878048780487805"
1270,VOX,44,"13,58024691358024691358024691358024691358"
5826,VOX,29,"13,80952380952380952380952380952380952381"
1015,VOX,44,"11,11111111111111111111111111111111111111"
4806,VOX,40,"10,05025125628140703517587939698492462312"
5894,VOX,74,"13,98865784499054820415879017013232514178"
1032,VOX,47,"10,49107142857142857142857142857142857143"
1049,VOX,46,"11,38613861386138613861386138613861386139"
1066,VOX,43,"13,73801916932907348242811501597444089457"
5877,VOX,76,"13,91941391941391941391941391941391941392"
1083,VOX,38,"11,51515151515151515151515151515151515152"
4789,VOX,94,"17,53731343283582089552238805970149253731"
981,VOX,57,"11,4457831325301204819277108433734939759"
1100,VOX,46,"10,19955654101995565410199556541019955654"
1117,VOX,74,"14,71172962226640159045725646123260437376"
1134,VOX,45,"9,95575221238938053097345132743362831858"
4823,VOX,41,"9,512761020881670533642691415313225058"
1542,VOX,67,"13,21499013806706114398422090729783037475"
5860,VOX,49,"10,69868995633187772925764192139737991266"
1151,VOX,56,"12,12121212121212121212121212121212121212"
4772,VOX,98,"19,71830985915492957746478873239436619718"
5911,VOX,141,"18,60158311345646437994722955145118733509"
1168,VOX,39,"10,02570694087403598971722365038560411311"
1185,VOX,60,"15,34526854219948849104859335038363171355"
6183,VOX,95,"16,26712328767123287671232876712328767123"
5843,VOX,82,"17,94310722100656455142231947483588621444"
1202,VOX,53,"12,15596330275229357798165137614678899083"
4755,VOX,36,"7,82608695652173913043478260869565217391"
947,VOX,54,"13,67088607594936708860759493670886075949"
1219,VOX,61,"13,00639658848614072494669509594882729211"
1236,VOX,54,"11,34453781512605042016806722689075630252"
12,VOX,43,"12,5364431486880466472303206997084548105"
1253,VOX,70,"14,70588235294117647058823529411764705882"
964,VOX,47,"12,56684491978609625668449197860962566845"
5588,VOX,73,"15,86956521739130434782608695652173913043"
4670,VOX,44,"12,1546961325966850828729281767955801105"
1559,VOX,58,"11,9341563786008230452674897119341563786"
5656,VOX,47,"12,23958333333333333333333333333333333333"
777,VOX,36,"9,25449871465295629820051413881748071979"
1865,VOX,34,"8,01886792452830188679245283018867924528"
4585,VOX,44,"12,18836565096952908587257617728531855956"
1882,VOX,62,"13,80846325167037861915367483296213808463"
1899,VOX,57,"13,10344827586206896551724137931034482759"
760,VOX,46,"11,52882205513784461152882205513784461153"
5639,VOX,67,"14,75770925110132158590308370044052863436"
1916,VOX,38,"9,5959595959595959595959595959595959596"
63,VOX,55,"11,50627615062761506276150627615062761506"
1933,VOX,35,"10,63829787234042553191489361702127659574"
4568,VOX,54,"17,25239616613418530351437699680511182109"
1950,VOX,36,"11,07692307692307692307692307692307692308"
1967,VOX,37,"9,48717948717948717948717948717948717949"
5622,VOX,87,"19,07894736842105263157894736842105263158"
1984,VOX,48,"10,93394077448747152619589977220956719818"
743,VOX,51,"14,16666666666666666666666666666666666667"
2970,VOX,26,"9,28571428571428571428571428571428571429"
4551,VOX,50,"11,84834123222748815165876777251184834123"
2018,VOX,64,"10,50903119868637110016420361247947454844"
6166,VOX,83,"15,71969696969696969696969696969696969697"
5605,VOX,78,"14,00359066427289048473967684021543985637"
2035,VOX,43,"11,11111111111111111111111111111111111111"
726,VOX,44,"13,25301204819277108433734939759036144578"
2052,VOX,52,"13,47150259067357512953367875647668393782"
4891,VOX,49,"11,42191142191142191142191142191142191142"
5979,VOX,63,"13,5483870967741935483870967741935483871"
2069,VOX,63,"14,65116279069767441860465116279069767442"
4534,VOX,49,"12,37373737373737373737373737373737373737"
1848,VOX,51,"12,84634760705289672544080604534005037783"
4874,VOX,64,"11,05354058721934369602763385146804835924"
1831,VOX,53,"12,5"
5962,VOX,76,"16,85144124168514412416851441241685144124"
1576,VOX,92,"16,16871704745166959578207381370826010545"
845,VOX,43,"12,14689265536723163841807909604519774011"
1593,VOX,94,"16,90647482014388489208633093525179856115"
4857,VOX,31,"9,53846153846153846153846153846153846154"
5945,VOX,64,"15,9203980099502487562189054726368159204"
1610,VOX,75,"14,0977443609022556390977443609022556391"
4653,VOX,66,"14,60176991150442477876106194690265486726"
5724,VOX,77,"16,55913978494623655913978494623655913978"
1627,VOX,79,"16,12244897959183673469387755102040816327"
1644,VOX,113,"17,41140215716486902927580893682588597843"
828,VOX,85,"14,83420593368237347294938917975567190227"
1661,VOX,26,"6,98924731182795698924731182795698924731"
4636,VOX,56,"13,36515513126491646778042959427207637232"
5707,VOX,131,"19,15204678362573099415204678362573099415"
5741,VOX,128,"24,42748091603053435114503816793893129771"
1678,VOX,46,"11,52882205513784461152882205513784461153"
46,VOX,95,"16,18398637137989778534923339011925042589"
1712,VOX,39,"11,23919308357348703170028818443804034582"
1729,VOX,39,"11,17478510028653295128939828080229226361"
5690,VOX,113,"17,7952755905511811023622047244094488189"
811,VOX,53,"12,44131455399061032863849765258215962441"
1746,VOX,55,"10,11029411764705882352941176470588235294"
4619,VOX,64,"11,46953405017921146953405017921146953405"
1763,VOX,38,"9,71867007672634271099744245524296675192"
1780,VOX,42,"10,07194244604316546762589928057553956835"
794,VOX,37,"9,63541666666666666666666666666666666667"
5673,VOX,63,"14,35079726651480637813211845102505694761"
1797,VOX,58,"9,698996655518394648829431438127090301"
4602,VOX,60,"12,44813278008298755186721991701244813278"
1814,VOX,69,"11,1650485436893203883495145631067961165"
1695,VOX,51,"12,78195488721804511278195488721804511278"
4296,VOX,41,"11,98830409356725146198830409356725146199"
2511,VOX,42,"13,5483870967741935483870967741935483871"
2902,VOX,38,"12,25806451612903225806451612903225806452"
3854,VOX,51,"10,66945606694560669456066945606694560669"
6081,VOX,62,"12,99790356394129979035639412997903563941"
5146,VOX,46,"8,66290018832391713747645951035781544256"
3412,VOX,62,"14,69194312796208530805687203791469194313"
3191,VOX,73,"13,87832699619771863117870722433460076046"
3650,VOX,47,"11,05882352941176470588235294117647058824"
6098,VOX,95,"17,65799256505576208178438661710037174721"
4075,VOX,33,"7,99031476997578692493946731234866828087"
6064,VOX,108,"20,80924855491329479768786127167630057803"
4976,VOX,53,"11,37339055793991416309012875536480686695"
5214,VOX,54,"10,7784431137724550898203592814371257485"
3208,VOX,49,14
5095,VOX,53,"12,74038461538461538461538461538461538462"
420,VOX,69,"12,89719626168224299065420560747663551402"
3837,VOX,42,"8,95522388059701492537313432835820895522"
250,VOX,54,"13,13868613138686131386861313868613138686"
3429,VOX,71,"15,07430997876857749469214437367303609342"
6115,VOX,85,"17,56198347107438016528925619834710743802"
5027,VOX,78,"14,31192660550458715596330275229357798165"
3140,VOX,41,"12,73291925465838509316770186335403726708"
3616,VOX,51,"11,88811188811188811188811188811188811189"
3888,VOX,35,"11,29032258064516129032258064516129032258"
148,VOX,52,"15,11627906976744186046511627906976744186"
437,VOX,89,"16,69793621013133208255159474671669793621"
5078,VOX,47,"11,40776699029126213592233009708737864078"
3157,VOX,37,"11,17824773413897280966767371601208459215"
3871,VOX,32,"10,4234527687296416938110749185667752443"
284,VOX,66,"11,93490054249547920433996383363471971067"
5282,VOX,12,"3,7151702786377708978328173374613003096"
4993,VOX,59,"11,63708086785009861932938856015779092702"
3174,VOX,62,"11,7870722433460076045627376425855513308"
4245,VOX,53,"11,75166297117516629711751662971175166297"
4126,VOX,36,"9,39947780678851174934725848563968668407"
369,VOX,63,"14,51612903225806451612903225806451612903"
3820,VOX,55,"11,57894736842105263157894736842105263158"
5010,VOX,51,"9,47955390334572490706319702602230483271"
3395,VOX,67,"16,96202531645569620253164556962025316456"
3361,VOX,60,"9,49367088607594936708860759493670886076"
5112,VOX,54,"11,56316916488222698072805139186295503212"
386,VOX,57,"15,96638655462184873949579831932773109244"
3293,VOX,68,"14,02061855670103092783505154639175257732"
6132,VOX,68,"13,96303901437371663244353182751540041068"
3752,VOX,51,"14,08839779005524861878453038674033149171"
5231,VOX,54,"10,67193675889328063241106719367588932806"
3310,VOX,81,"14,94464944649446494464944649446494464945"
3701,VOX,65,"12,05936920222634508348794063079777365492"
4211,VOX,28,"8,35820895522388059701492537313432835821"
3735,VOX,49,"12,82722513089005235602094240837696335079"
3344,VOX,63,"10,60606060606060606060606060606060606061"
5129,VOX,56,"12,58426966292134831460674157303370786517"
4109,VOX,72,"13,92649903288201160541586073500967117988"
3327,VOX,90,"14,77832512315270935960591133004926108374"
3684,VOX,50,"13,73626373626373626373626373626373626374"
3446,VOX,57,"14,43037974683544303797468354430379746835"
5248,VOX,40,"9,95024875621890547263681592039800995025"
3276,VOX,50,"11,11111111111111111111111111111111111111"
3225,VOX,53,"14,20911528150134048257372654155495978552"
5265,VOX,20,"5,79710144927536231884057971014492753623"
3803,VOX,53,"16,01208459214501510574018126888217522659"
3667,VOX,57,"13,01369863013698630136986301369863013699"
3242,VOX,62,"12,94363256784968684759916492693110647182"
4228,VOX,55,"11,55462184873949579831932773109243697479"
267,VOX,61,"13,80090497737556561085972850678733031674"
4194,VOX,40,"10,98901098901098901098901098901098901099"
182,VOX,71,"13,78640776699029126213592233009708737864"
3259,VOX,85,"17,24137931034482758620689655172413793103"
3786,VOX,34,"11,68384879725085910652920962199312714777"
3378,VOX,54,"13,67088607594936708860759493670886075949"
301,VOX,60,"13,57466063348416289592760180995475113122"
4092,VOX,44,"10,91811414392059553349875930521091811414"
403,VOX,43,"12,14689265536723163841807909604519774011"
3769,VOX,55,"14,28571428571428571428571428571428571429"
3905,VOX,41,"8,43621399176954732510288065843621399177"
3633,VOX,59,"12,99559471365638766519823788546255506608"
3718,VOX,63,"10,7508532423208191126279863481228668942"
352,VOX,49,"13,03191489361702127659574468085106382979"
3939,VOX,74,"14,53831041257367387033398821218074656189"
335,VOX,43,"13,23076923076923076923076923076923076923"
5061,VOX,67,"11,94295900178253119429590017825311942959"
3072,VOX,66,"12,06581352833638025594149908592321755027"
3480,VOX,33,"6,94736842105263157894736842105263157895"
471,VOX,58,"12,80353200883002207505518763796909492274"
3956,VOX,74,"13,93596986817325800376647834274952919021"
4041,VOX,26,"8,22784810126582278481012658227848101266"
4143,VOX,35,"9,61538461538461538461538461538461538462"
5163,VOX,60,"11,40684410646387832699619771863117870722"
3582,VOX,26,"7,12328767123287671232876712328767123288"
3973,VOX,44,"11,34020618556701030927835051546391752577"
3021,VOX,75,"15,52795031055900621118012422360248447205"
3055,VOX,59,"13,40909090909090909090909090909090909091"
4058,VOX,35,"10,57401812688821752265861027190332326284"
3514,VOX,31,"9,96784565916398713826366559485530546624"
3497,VOX,70,"12,70417422867513611615245009074410163339"
3565,VOX,52,"11,68539325842696629213483146067415730337"
4279,VOX,40,"10,61007957559681697612732095490716180371"
5044,VOX,68,"12,56931608133086876155268022181146025878"
4160,VOX,42,"11,73184357541899441340782122905027932961"
5316,VOX,67,"12,73764258555133079847908745247148288973"
216,VOX,65,"12,08178438661710037174721189591078066914"
3990,VOX,55,"13,92405063291139240506329113924050632911"
165,VOX,36,"10,08403361344537815126050420168067226891"
5197,VOX,53,"9,79667282809611829944547134935304990758"
5180,VOX,53,"9,70695970695970695970695970695970695971"
3038,VOX,51,"12,59259259259259259259259259259259259259"
3531,VOX,43,"13,27160493827160493827160493827160493827"
5299,VOX,39,"11,27167630057803468208092485549132947977"
3599,VOX,39,"9,53545232273838630806845965770171149144"
3548,VOX,34,"7,4889867841409691629955947136563876652"
3106,VOX,34,"12,59259259259259259259259259259259259259"
3123,VOX,41,"13,85135135135135135135135135135135135135"
233,VOX,63,"10,67796610169491525423728813559322033898"
454,VOX,61,"13,49557522123893805309734513274336283186"
2987,VOX,30,"10,20408163265306122448979591836734693878"
4007,VOX,68,"12,7340823970037453183520599250936329588"
4262,VOX,44,"9,7345132743362831858407079646017699115"
3004,VOX,69,"15,2654867256637168141592920353982300885"
4177,VOX,54,"13,56783919597989949748743718592964824121"
3922,VOX,48,"9,63855421686746987951807228915662650602"
3463,VOX,76,"18,5819070904645476772616136919315403423"
199,VOX,65,"11,44366197183098591549295774647887323944"
318,VOX,56,"11,33603238866396761133603238866396761134"
5333,VOX,46,"10,0217864923747276688453159041394335512"
3089,VOX,53,"9,85130111524163568773234200743494423792"
55,Validos,474,"99,16317991631799163179916317991631799163"
293,Validos,439,"99,32126696832579185520361990950226244344"
3710,Validos,579,"98,80546075085324232081911262798634812287"
1653,Validos,368,"98,92473118279569892473118279569892473118"
1891,Validos,432,"99,31034482758620689655172413793103448276"
4101,Validos,515,"99,61315280464216634429400386847195357834"
3676,Validos,364,100
1908,Validos,395,"99,74747474747474747474747474747474747475"
1925,Validos,329,100
3540,Validos,453,"99,77973568281938325991189427312775330396"
38,Validos,584,"99,48892674616695059625212947189097103918"
5002,Validos,537,"99,8141263940520446096654275092936802974"
837,Validos,348,"98,30508474576271186440677966101694915254"
5716,Validos,462,"99,35483870967741935483870967741935483871"
1619,Validos,488,"99,59183673469387755102040816326530612245"
1636,Validos,647,"99,6918335901386748844375963020030816641"
4645,Validos,449,"99,33628318584070796460176991150442477876"
820,Validos,569,"99,30191972076788830715532286212914485166"
3693,Validos,537,"99,62894248608534322820037105751391465677"
5172,Validos,538,"98,53479853479853479853479853479853479853"
1602,Validos,530,"99,62406015037593984962406015037593984962"
327,Validos,324,"99,69230769230769230769230769230769230769"
3608,Validos,426,"99,3006993006993006993006993006993006993"
1670,Validos,396,"99,24812030075187969924812030075187969925"
1823,Validos,423,"99,76415094339622641509433962264150943396"
5665,Validos,439,100
803,Validos,424,"99,53051643192488262910798122065727699531"
1755,Validos,388,"99,23273657289002557544757033248081841432"
4594,Validos,481,"99,79253112033195020746887966804979253112"
5682,Validos,632,"99,52755905511811023622047244094488188976"
4611,Validos,553,"99,10394265232974910394265232974910394265"
174,Validos,513,"99,61165048543689320388349514563106796117"
3625,Validos,452,"99,55947136563876651982378854625550660793"
1772,Validos,411,"98,56115107913669064748201438848920863309"
310,Validos,489,"98,98785425101214574898785425101214574899"
1806,Validos,615,"99,51456310679611650485436893203883495146"
786,Validos,377,"98,17708333333333333333333333333333333333"
1789,Validos,590,"98,66220735785953177257525083612040133779"
5155,Validos,525,"99,80988593155893536121673003802281368821"
3591,Validos,402,"98,28850855745721271393643031784841075795"
1738,Validos,536,"98,52941176470588235294117647058823529412"
3642,Validos,423,"99,52941176470588235294117647058823529412"
4135,Validos,360,"98,9010989010989010989010989010989010989"
5138,Validos,527,"99,24670433145009416195856873822975517891"
5648,Validos,382,"99,47916666666666666666666666666666666667"
4628,Validos,415,"99,04534606205250596658711217183770883055"
1687,Validos,398,"99,74937343358395989974937343358395989975"
3557,Validos,439,"98,6516853932584269662921348314606741573"
1874,Validos,441,"98,21826280623608017817371937639198218263"
769,Validos,387,"99,48586118251928020565552699228791773779"
4577,Validos,361,100
5699,Validos,684,100
3659,Validos,434,"99,08675799086757990867579908675799086758"
4866,Validos,577,"99,65457685664939550949913644214162348877"
3574,Validos,362,"99,17808219178082191780821917808219178082"
5954,Validos,450,"99,77827050997782705099778270509977827051"
1840,Validos,393,"98,99244332493702770780856423173803526448"
1721,Validos,347,"99,42693409742120343839541547277936962751"
4118,Validos,381,"99,47780678851174934725848563968668407311"
1857,Validos,419,"98,82075471698113207547169811320754716981"
1704,Validos,342,"98,55907780979827089337175792507204610951"
5767,Validos,274,"98,56115107913669064748201438848920863309"
5733,Validos,517,"98,66412213740458015267175572519083969466"
1160,Validos,384,"98,71465295629820051413881748071979434447"
5852,Validos,451,"98,47161572052401746724890829694323144105"
4764,Validos,491,"98,79275653923541247484909456740442655936"
956,Validos,374,100
1177,Validos,389,"99,48849104859335038363171355498721227621"
3931,Validos,501,"98,42829076620825147347740667976424361493"
225,Validos,587,"99,49152542372881355932203389830508474576"
1194,Validos,433,"99,31192660550458715596330275229357798165"
3914,Validos,493,"98,99598393574297188755020080321285140562"
4050,Validos,326,"98,48942598187311178247734138972809667674"
1211,Validos,462,"98,50746268656716417910447761194029850746"
5070,Validos,411,"99,75728155339805825242718446601941747573"
4747,Validos,452,"98,26086956521739130434782608695652173913"
939,Validos,389,"98,48101265822784810126582278481012658228"
5835,Validos,449,"98,24945295404814004376367614879649890591"
1228,Validos,475,"99,78991596638655462184873949579831932773"
1245,Validos,469,"98,52941176470588235294117647058823529412"
3897,Validos,483,"99,38271604938271604938271604938271604938"
4832,Validos,322,"99,69040247678018575851393188854489164087"
1262,Validos,320,"98,76543209876543209876543209876543209877"
3880,Validos,308,"99,35483870967741935483870967741935483871"
5920,Validos,496,"99,59839357429718875502008032128514056225"
1279,Validos,324,"98,7804878048780487804878048780487804878"
3948,Validos,528,"99,43502824858757062146892655367231638418"
1143,Validos,458,"99,13419913419913419913419913419913419913"
3965,Validos,382,"98,45360824742268041237113402061855670103"
1126,Validos,445,"98,45132743362831858407079646017699115044"
1007,Validos,395,"99,74747474747474747474747474747474747475"
4016,Validos,501,"98,8165680473372781065088757396449704142"
208,Validos,534,"99,25650557620817843866171003717472118959"
5036,Validos,534,"98,70609981515711645101663585951940850277"
1024,Validos,442,"98,66071428571428571428571428571428571429"
4815,Validos,426,"98,83990719257540603248259860788863109049"
990,Validos,393,100
1041,Validos,402,"99,5049504950495049504950495049504950495"
3999,Validos,529,"99,06367041198501872659176029962546816479"
5886,Validos,528,"99,81096408317580340264650283553875236295"
4798,Validos,396,"99,49748743718592964824120603015075376884"
5818,Validos,207,"98,57142857142857142857142857142857142857"
5903,Validos,752,"99,20844327176781002638522427440633245383"
1075,Validos,327,"99,09090909090909090909090909090909090909"
3982,Validos,393,"99,49367088607594936708860759493670886076"
6124,Validos,481,"98,76796714579055441478439425051334702259"
1092,Validos,450,"99,77827050997782705099778270509977827051"
4033,Validos,314,"99,36708860759493670886075949367088607595"
4781,Validos,533,"99,4402985074626865671641791044776119403"
973,Validos,495,"99,39759036144578313253012048192771084337"
5869,Validos,543,"99,45054945054945054945054945054945054945"
1109,Validos,503,100
4,Validos,343,100
5053,Validos,557,"99,28698752228163992869875222816399286988"
1058,Validos,309,"98,72204472843450479233226837060702875399"
242,Validos,408,"99,27007299270072992700729927007299270073"
922,Validos,413,"99,5180722891566265060240963855421686747"
1296,Validos,567,"98,95287958115183246073298429319371727749"
5019,Validos,543,"99,63302752293577981651376146788990825688"
3778,Validos,290,"99,65635738831615120274914089347079037801"
6090,Validos,532,"98,88475836431226765799256505576208178439"
1466,Validos,597,"99,00497512437810945273631840796019900498"
871,Validos,314,"98,7421383647798742138364779874213836478"
1483,Validos,573,"99,47916666666666666666666666666666666667"
4849,Validos,324,"99,69230769230769230769230769230769230769"
3761,Validos,383,"99,48051948051948051948051948051948051948"
5937,Validos,398,"99,00497512437810945273631840796019900498"
1500,Validos,629,"99,52531645569620253164556962025316455696"
4679,Validos,463,"99,14346895074946466809421841541755888651"
1449,Validos,622,"99,04458598726114649681528662420382165605"
1517,Validos,586,"99,65986394557823129251700680272108843537"
5750,Validos,656,"99,54476479514415781487101669195751138088"
1534,Validos,503,"99,21104536489151873767258382642998027613"
3744,Validos,356,"98,34254143646408839779005524861878453039"
276,Validos,548,"99,09584086799276672694394213381555153707"
854,Validos,591,"99,16107382550335570469798657718120805369"
1551,Validos,482,"99,17695473251028806584362139917695473251"
4662,Validos,359,"99,17127071823204419889502762430939226519"
1568,Validos,565,"99,29701230228471001757469244288224956063"
5121,Validos,440,"98,87640449438202247191011235955056179775"
6175,Validos,576,"98,63013698630136986301369863013698630137"
3727,Validos,378,"98,95287958115183246073298429319371727749"
6107,Validos,479,"98,96694214876033057851239669421487603306"
1585,Validos,556,100
5104,Validos,459,"98,28693790149892933618843683083511777302"
3795,Validos,327,"98,79154078549848942598187311178247734139"
3863,Validos,306,"99,67426710097719869706840390879478827362"
4730,Validos,614,"98,87278582930756843800322061191626409018"
1313,Validos,306,100
191,Validos,566,"99,64788732394366197183098591549295774648"
1330,Validos,336,100
5087,Validos,410,"98,55769230769230769230769230769230769231"
3846,Validos,476,"99,58158995815899581589958158995815899582"
5801,Validos,234,100
1347,Validos,404,"99,50738916256157635467980295566502463054"
905,Validos,373,"99,7326203208556149732620320855614973262"
4067,Validos,403,"97,57869249394673123486682808716707021792"
4084,Validos,398,"98,75930521091811414392059553349875930521"
4713,Validos,504,"98,63013698630136986301369863013698630137"
3829,Validos,465,"99,14712153518123667377398720682302771855"
1381,Validos,340,"99,41520467836257309941520467836257309942"
21,Validos,407,100
1398,Validos,345,"99,13793103448275862068965517241379310345"
3812,Validos,471,"99,15789473684210526315789473684210526316"
5784,Validos,242,"99,18032786885245901639344262295081967213"
259,Validos,435,"98,41628959276018099547511312217194570136"
888,Validos,309,"99,35691318327974276527331189710610932476"
1415,Validos,476,100
4696,Validos,566,"98,95104895104895104895104895104895104895"
1432,Validos,494,"99,59677419354838709677419354838709677419"
1364,Validos,379,"99,73684210526315789473684210526315789474"
752,Validos,397,"99,4987468671679197994987468671679197995"
2979,Validos,290,"98,6394557823129251700680272108843537415"
2452,Validos,363,"99,45205479452054794520547945205479452055"
2435,Validos,304,100
3268,Validos,445,"98,88888888888888888888888888888888888889"
5376,Validos,394,"99,24433249370277078085642317380352644836"
5631,Validos,448,"98,67841409691629955947136563876651982379"
4220,Validos,466,"97,89915966386554621848739495798319327731"
4424,Validos,304,"99,34640522875816993464052287581699346405"
616,Validos,460,"99,35205183585313174946004319654427645788"
2469,Validos,538,"99,26199261992619926199261992619926199262"
5478,Validos,546,"99,09255898366606170598911070780399274047"
5257,Validos,345,100
3251,Validos,488,"98,98580121703853955375253549695740365112"
2486,Validos,304,"99,34640522875816993464052287581699346405"
2826,Validos,350,"98,87005649717514124293785310734463276836"
3064,Validos,535,"97,80621572212065813528336380255941499086"
2503,Validos,302,"97,41935483870967741935483870967741935484"
3234,Validos,474,"98,95615866388308977035490605427974947808"
412,Validos,534,"99,81308411214953271028037383177570093458"
2520,Validos,576,"98,46153846153846153846153846153846153846"
123,Validos,326,"99,6941896024464831804281345565749235474"
3217,Validos,369,"98,92761394101876675603217158176943699732"
4407,Validos,305,"98,70550161812297734627831715210355987055"
6158,Validos,520,"98,48484848484848484848484848484848484848"
599,Validos,434,"98,86104783599088838268792710706150341686"
514,Validos,417,"99,76076555023923444976076555023923444976"
5495,Validos,552,"98,39572192513368983957219251336898395722"
4458,Validos,293,"97,34219269102990033222591362126245847176"
89,Validos,650,"99,54058192955589586523736600306278713629"
446,Validos,449,"99,33628318584070796460176991150442477876"
6073,Validos,469,"98,3228511530398322851153039832285115304"
2860,Validos,283,"98,95104895104895104895104895104895104895"
5512,Validos,546,"98,91304347826086956521739130434782608696"
5240,Validos,397,"98,75621890547263681592039800995024875622"
6039,Validos,495,100
4951,Validos,536,"98,71086556169429097605893186003683241252"
2367,Validos,402,"99,25925925925925925925925925925925925926"
3302,Validos,538,"99,26199261992619926199261992619926199262"
633,Validos,478,"98,35390946502057613168724279835390946502"
2384,Validos,422,"97,91183294663573085846867749419953596288"
395,Validos,350,"98,87005649717514124293785310734463276836"
6141,Validos,543,"99,08759124087591240875912408759124087591"
4917,Validos,372,"99,46524064171122994652406417112299465241"
2401,Validos,389,"98,73096446700507614213197969543147208122"
3285,Validos,481,"99,17525773195876288659793814432989690722"
2843,Validos,349,"98,86685552407932011331444759206798866856"
4441,Validos,280,"97,22222222222222222222222222222222222222"
6005,Validos,451,"99,77876106194690265486725663716814159292"
2418,Validos,364,"98,91304347826086956521739130434782608696"
3047,Validos,437,"99,31818181818181818181818181818181818182"
5461,Validos,449,"98,89867841409691629955947136563876651982"
2809,Validos,469,"98,3228511530398322851153039832285115304"
565,Validos,410,"99,75669099756690997566909975669099756691"
4373,Validos,337,"99,11764705882352941176470588235294117647"
6056,Validos,519,100
2673,Validos,421,"98,36448598130841121495327102803738317757"
3149,Validos,326,"98,48942598187311178247734138972809667674"
4254,Validos,451,"99,77876106194690265486725663716814159292"
2690,Validos,320,"98,76543209876543209876543209876543209877"
5291,Validos,343,"99,13294797687861271676300578034682080925"
3132,Validos,319,"99,06832298136645962732919254658385093168"
531,Validos,407,"99,75490196078431372549019607843137254902"
2707,Validos,499,"98,22834645669291338582677165354330708661"
2775,Validos,483,"99,79338842975206611570247933884297520661"
5393,Validos,420,"98,59154929577464788732394366197183098592"
5410,Validos,474,"98,54469854469854469854469854469854469854"
4356,Validos,445,"98,45132743362831858407079646017699115044"
3081,Validos,531,"98,69888475836431226765799256505576208178"
548,Validos,326,"99,6941896024464831804281345565749235474"
2758,Validos,432,"99,31034482758620689655172413793103448276"
2724,Validos,558,"98,76106194690265486725663716814159292035"
3115,Validos,292,"98,64864864864864864864864864864864864865"
2741,Validos,450,"99,33774834437086092715231788079470198675"
2656,Validos,396,"98,2630272952853598014888337468982630273"
2537,Validos,548,"98,2078853046594982078853046594982078853"
5427,Validos,480,"99,79209979209979209979209979209979209979"
3166,Validos,522,"99,23954372623574144486692015209125475285"
2554,Validos,534,"98,70609981515711645101663585951940850277"
5308,Validos,523,"99,42965779467680608365019011406844106464"
3200,Validos,347,"99,14285714285714285714285714285714285714"
5274,Validos,321,"99,38080495356037151702786377708978328173"
2571,Validos,437,"98,42342342342342342342342342342342342342"
4237,Validos,447,"99,11308203991130820399113082039911308204"
140,Validos,342,"99,4186046511627906976744186046511627907"
4390,Validos,351,"99,43342776203966005665722379603399433428"
582,Validos,437,"99,31818181818181818181818181818181818182"
2588,Validos,446,"98,23788546255506607929515418502202643172"
5444,Validos,484,"99,38398357289527720739219712525667351129"
4968,Validos,460,"98,71244635193133047210300429184549356223"
2792,Validos,493,100
2605,Validos,403,"97,81553398058252427184466019417475728155"
3183,Validos,521,"99,04942965779467680608365019011406844106"
106,Validos,330,"99,69788519637462235649546827794561933535"
4934,Validos,534,"99,44134078212290502793296089385474860335"
2622,Validos,475,"99,37238493723849372384937238493723849372"
4339,Validos,554,"99,81981981981981981981981981981981981982"
6022,Validos,169,100
2639,Validos,498,"99,00596421471172962226640159045725646123"
429,Validos,530,"99,43714821763602251407129455909943714822"
2333,Validos,406,"99,50980392156862745098039215686274509804"
2350,Validos,526,"98,87218045112781954887218045112781954887"
3319,Validos,608,"99,83579638752052545155993431855500821018"
2044,Validos,383,"99,22279792746113989637305699481865284974"
5597,Validos,551,"98,92280071813285457809694793536804308797"
2061,Validos,423,"98,37209302325581395348837209302325581395"
718,Validos,332,100
3455,Validos,406,"99,26650366748166259168704156479217603912"
5325,Validos,449,"97,82135076252723311546840958605664488017"
3013,Validos,472,"97,72256728778467908902691511387163561077"
2078,Validos,485,"98,97959183673469387755102040816326530612"
4169,Validos,396,"99,49748743718592964824120603015075376884"
4526,Validos,394,"99,49494949494949494949494949494949494949"
2928,Validos,390,"99,48979591836734693877551020408163265306"
2095,Validos,429,"97,94520547945205479452054794520547945205"
3438,Validos,394,"99,74683544303797468354430379746835443038"
2112,Validos,471,"99,57716701902748414376321353065539112051"
361,Validos,432,"99,53917050691244239631336405529953917051"
4305,Validos,360,"99,17355371900826446280991735537190082645"
5580,Validos,456,"99,13043478260869565217391304347826086957"
5206,Validos,500,"99,80039920159680638722554890219560878244"
