,PARTIDO,NUM_VOTOS,PORCENTAJE
3390,FO,0,0
3866,FO,0,0
2217,FO,1,",2673796791443850267379679144385026737968"
3356,FO,0,0
789,FO,2,",5208333333333333333333333333333333333333"
5209,FO,1,",1996007984031936127744510978043912175649"
2761,FO,1,",2298850574712643678160919540229885057471"
3951,FO,3,",5649717514124293785310734463276836158192"
5549,FO,6,"1,45985401459854014598540145985401459854"
1010,FO,0,0
551,FO,0,0
5957,FO,2,",44345898004434589800443458980044345898"
5634,FO,0,0
2115,FO,0,0
1061,FO,0,0
2013,FO,0,0
1095,FO,1,",22172949002217294900221729490022172949"
2863,FO,1,",3496503496503496503496503496503496503497"
585,FO,1,",2272727272727272727272727272727272727273"
5872,FO,2,",3663003663003663003663003663003663003663"
4172,FO,2,",5025125628140703517587939698492462311558"
3781,FO,2,",6872852233676975945017182130584192439863"
1996,FO,0,0
2727,FO,2,",3539823008849557522123893805309734513274"
5617,FO,0,0
245,FO,0,0
3458,FO,3,",7334963325183374083129584352078239608802"
4189,FO,0,0
5107,FO,0,0
2387,FO,3,",6960556844547563805104408352668213457077"
1979,FO,2,",4555808656036446469248291571753986332574"
942,FO,1,",2531645569620253164556962025316455696203"
755,FO,0,0
4988,FO,2,",3944773175542406311637080867850098619329"
1112,FO,3,",5964214711729622266401590457256461232604"
4206,FO,1,",2985074626865671641791044776119402985075"
1962,FO,0,0
2880,FO,1,",3333333333333333333333333333333333333333"
5498,FO,1,",1782531194295900178253119429590017825312"
3305,FO,2,",36900369003690036900369003690036900369"
4223,FO,1,",2100840336134453781512605042016806722689"
5362,FO,0,0
5243,FO,1,",2487562189054726368159203980099502487562"
1945,FO,0,0
228,FO,0,0
6008,FO,5,"1,1061946902654867256637168141592920354"
4155,FO,1,",279329608938547486033519553072625698324"
3322,FO,0,0
262,FO,2,",4524886877828054298642533936651583710407"
4070,FO,0,0
2353,FO,4,",7518796992481203007518796992481203007519"
2829,FO,1,",2824858757062146892655367231638418079096"
2098,FO,2,",45662100456621004566210045662100456621"
806,FO,2,",4694835680751173708920187793427230046948"
568,FO,0,0
3441,FO,1,",2531645569620253164556962025316455696203"
5022,FO,1,",1834862385321100917431192660550458715596"
4087,FO,3,",7444168734491315136476426799007444168734"
959,FO,0,0
3815,FO,0,0
2081,FO,0,0
772,FO,0,0
279,FO,1,",1808318264014466546112115732368896925859"
4104,FO,0,0
6076,FO,2,",4192872117400419287211740041928721174004"
2370,FO,1,",2469135802469135802469135802469135802469"
2030,FO,1,",2583979328165374677002583979328165374677"
398,FO,0,0
4138,FO,0,0
5005,FO,0,0
3798,FO,2,",6042296072507552870090634441087613293051"
534,FO,0,0
5583,FO,0,0
2047,FO,0,0
5600,FO,1,",1795332136445242369838420107719928186715"
2846,FO,1,",2832861189801699716713881019830028328612"
4121,FO,0,0
1078,FO,0,0
6110,FO,4,",8264462809917355371900826446280991735537"
2064,FO,2,",4651162790697674418604651162790697674419"
3339,FO,0,0
1690,FO,0,0
2285,FO,1,",2557544757033248081841432225063938618926"
1605,FO,0,0
1435,FO,0,0
5328,FO,0,0
4835,FO,1,",3095975232198142414860681114551083591331"
2676,FO,1,",2336448598130841121495327102803738317757"
5991,FO,1,",2427184466019417475728155339805825242718"
6178,FO,4,",6849315068493150684931506849315068493151"
3509,FO,1,",3215434083601286173633440514469453376206"
92,FO,0,0
5311,FO,2,",3802281368821292775665399239543726235741"
5294,FO,2,",5780346820809248554913294797687861271676"
4580,FO,1,",2770083102493074792243767313019390581717"
3577,FO,1,",273972602739726027397260273972602739726"
1588,FO,1,",1798561151079136690647482014388489208633"
5940,FO,0,0
1316,FO,0,0
704,FO,1,",2762430939226519337016574585635359116022"
1452,FO,1,",1592356687898089171974522292993630573248"
1265,FO,0,0
4716,FO,3,",5870841487279843444227005870841487279843"
4563,FO,0,0
6161,FO,3,",5681818181818181818181818181818181818182"
3645,FO,1,",2352941176470588235294117647058823529412"
2608,FO,1,",2427184466019417475728155339805825242718"
1333,FO,0,0
891,FO,0,0
5719,FO,1,",2150537634408602150537634408602150537634"
500,FO,1,",1919385796545105566218809980806142034549"
3186,FO,1,",1901140684410646387832699619771863117871"
1418,FO,0,0
4750,FO,1,",2173913043478260869565217391304347826087"
4546,FO,0,0
1622,FO,1,",2040816326530612244897959183673469387755"
5277,FO,2,",6191950464396284829721362229102167182663"
1248,FO,1,",2100840336134453781512605042016806722689"
2999,FO,0,0
24,FO,0,0
3118,FO,1,",3378378378378378378378378378378378378378"
3067,FO,0,0
636,FO,0,0
4886,FO,3,",6993006993006993006993006993006993006993"
483,FO,0,0
2540,FO,0,0
4733,FO,2,",3220611916264090177133655394524959742351"
3628,FO,0,0
5770,FO,1,",3597122302158273381294964028776978417266"
5736,FO,1,",1908396946564885496183206106870229007634"
874,FO,2,",6289308176100628930817610062893081761006"
3594,FO,2,",4889975550122249388753056234718826405868"
1537,FO,1,",1972386587771203155818540433925049309665"
4631,FO,0,0
4852,FO,3,",9230769230769230769230769230769230769231"
1299,FO,2,",349040139616055846422338568935427574171"
5447,FO,2,",4106776180698151950718685831622176591376"
1282,FO,0,0
840,FO,3,",8474576271186440677966101694915254237288"
3033,FO,1,",2469135802469135802469135802469135802469"
4665,FO,2,",5524861878453038674033149171270718232044"
1503,FO,3,",474683544303797468354430379746835443038"
3152,FO,0,0
2574,FO,1,",2252252252252252252252252252252252252252"
4648,FO,1,",2212389380530973451327433628318584070796"
1520,FO,0,0
653,FO,2,",6042296072507552870090634441087613293051"
58,FO,1,",2092050209205020920502092050209205020921"
5753,FO,0,0
3611,FO,0,0
75,FO,1,",1968503937007874015748031496062992125984"
1486,FO,1,",1736111111111111111111111111111111111111"
5821,FO,0,0
4597,FO,1,",2074688796680497925311203319502074688797"
41,FO,0,0
1571,FO,0,0
3016,FO,2,",414078674948240165631469979296066252588"
2557,FO,2,",3696857670979667282809611829944547134935"
466,FO,0,0
1469,FO,1,",1658374792703150912106135986733001658375"
4699,FO,3,",5244755244755244755244755244755244755245"
2659,FO,1,",2481389578163771712158808933002481389578"
1639,FO,0,0
3526,FO,1,",3086419753086419753086419753086419753086"
3135,FO,3,",931677018633540372670807453416149068323"
6042,FO,0,0
3050,FO,1,",2272727272727272727272727272727272727273"
4869,FO,0,0
2591,FO,0,0
1554,FO,3,",6172839506172839506172839506172839506173"
687,FO,0,0
4614,FO,1,",1792114695340501792114695340501792114695"
4682,FO,0,0
3169,FO,1,",1901140684410646387832699619771863117871"
857,FO,3,",5033557046979865771812080536912751677852"
5158,FO,2,",3802281368821292775665399239543726235741"
5804,FO,0,0
3543,FO,0,0
7,FO,1,",291545189504373177842565597667638483965"
1367,FO,0,0
1350,FO,0,0
5464,FO,1,",2202643171806167400881057268722466960352"
4801,FO,1,",2512562814070351758793969849246231155779"
4767,FO,1,",2012072434607645875251509054325955734406"
5787,FO,2,",8196721311475409836065573770491803278689"
126,FO,0,0
4512,FO,2,",4796163069544364508393285371702637889688"
2523,FO,0,0
4495,FO,4,"1,03359173126614987080103359173126614987"
3203,FO,0,0
1673,FO,1,",2506265664160401002506265664160401002506"
2625,FO,3,",6276150627615062761506276150627615062762"
4903,FO,0,0
2982,FO,1,",3401360544217687074829931972789115646259"
1384,FO,0,0
1656,FO,0,0
1401,FO,0,0
2642,FO,1,",1988071570576540755467196819085487077535"
109,FO,0,0
5430,FO,2,",4158004158004158004158004158004158004158"
3662,FO,0,0
1231,FO,0,0
3560,FO,1,",2247191011235955056179775280898876404494"
3101,FO,3,"1,11111111111111111111111111111111111111"
3084,FO,3,",5576208178438661710037174721189591078067"
5141,FO,2,",3766478342749529190207156308851224105461"
449,FO,1,",2212389380530973451327433628318584070796"
3492,FO,1,",1814882032667876588021778584392014519056"
4784,FO,2,",3731343283582089552238805970149253731343"
670,FO,0,0
4818,FO,0,0
4529,FO,1,",2525252525252525252525252525252525252525"
3592,Nulos,7,"1,71149144254278728606356968215158924205"
6074,Nulos,8,"1,6771488469601677148846960167714884696"
4816,Nulos,5,"1,16009280742459396751740139211136890951"
345,Nulos,1,",2659574468085106382978723404255319148936"
2079,Nulos,5,"1,02040816326530612244897959183673469388"
5394,Nulos,6,"1,40845070422535211267605633802816901408"
1467,Nulos,6,",9950248756218905472636815920398009950249"
5802,Nulos,0,0
957,Nulos,0,0
3881,Nulos,2,",6451612903225806451612903225806451612903"
4102,Nulos,2,",3868471953578336557059961315280464216634"
2844,Nulos,4,"1,13314447592067988668555240793201133144"
770,Nulos,2,",5141388174807197943444730077120822622108"
1076,Nulos,3,",9090909090909090909090909090909090909091"
2368,Nulos,3,",7407407407407407407407407407407407407407"
3099,Nulos,2,",7407407407407407407407407407407407407407"
3405,Nulos,3,",7109004739336492890995260663507109004739"
4697,Nulos,6,"1,04895104895104895104895104895104895105"
1484,Nulos,3,",5208333333333333333333333333333333333333"
3915,Nulos,5,"1,00401606425702811244979919678714859438"
5530,Nulos,7,"1,74129353233830845771144278606965174129"
2062,Nulos,7,"1,62790697674418604651162790697674418605"
6108,Nulos,5,"1,03305785123966942148760330578512396694"
3048,Nulos,3,",6818181818181818181818181818181818181818"
5598,Nulos,6,"1,07719928186714542190305206463195691203"
277,Nulos,5,",9041591320072332730560578661844484629295"
5445,Nulos,3,",6160164271047227926078028747433264887064"
4119,Nulos,2,",522193211488250652741514360313315926893"
2776,Nulos,1,",2066115702479338842975206611570247933884"
3813,Nulos,4,",8421052631578947368421052631578947368421"
1025,Nulos,6,"1,33928571428571428571428571428571428571"
2045,Nulos,3,",7772020725388601036269430051813471502591"
5105,Nulos,8,"1,71306209850107066381156316916488222698"
1093,Nulos,1,",22172949002217294900221729490022172949"
1501,Nulos,3,",474683544303797468354430379746835443038"
4153,Nulos,4,"1,1173184357541899441340782122905027933"
3320,Nulos,1,",1642036124794745484400656814449917898194"
3541,Nulos,1,",2202643171806167400881057268722466960352"
2861,Nulos,3,"1,04895104895104895104895104895104895105"
991,Nulos,0,0
362,Nulos,2,",4608294930875576036866359447004608294931"
260,Nulos,7,"1,58371040723981900452488687782805429864"
4663,Nulos,3,",8287292817679558011049723756906077348066"
583,Nulos,3,",6818181818181818181818181818181818181818"
3524,Nulos,2,",6172839506172839506172839506172839506173"
4170,Nulos,2,",5025125628140703517587939698492462311558"
651,Nulos,0,0
5904,Nulos,6,",7915567282321899736147757255936675461741"
5615,Nulos,2,",4385964912280701754385964912280701754386"
3456,Nulos,3,",7334963325183374083129584352078239608802"
5,Nulos,0,0
2640,Nulos,5,",9940357852882703777335984095427435387674"
2011,Nulos,4,",6568144499178981937602627257799671592775"
4680,Nulos,4,",8565310492505353319057815845824411134904"
2385,Nulos,9,"2,08816705336426914153132250580046403712"
5003,Nulos,1,",1858736059479553903345724907063197026022"
5071,Nulos,1,",2427184466019417475728155339805825242718"
3337,Nulos,7,"1,17845117845117845117845117845117845118"
2266,Nulos,7,"1,77215189873417721518987341772151898734"
3796,Nulos,4,"1,20845921450151057401812688821752265861"
6023,Nulos,0,0
4850,Nulos,1,",3076923076923076923076923076923076923077"
5768,Nulos,4,"1,43884892086330935251798561151079136691"
2589,Nulos,8,"1,76211453744493392070484581497797356828"
1365,Nulos,1,",2631578947368421052631578947368421052632"
872,Nulos,4,"1,2578616352201257861635220125786163522"
4799,Nulos,2,",5025125628140703517587939698492462311558"
1348,Nulos,2,",4926108374384236453201970443349753694581"
56,Nulos,4,",8368200836820083682008368200836820083682"
396,Nulos,4,"1,12994350282485875706214689265536723164"
532,Nulos,1,",2450980392156862745098039215686274509804"
668,Nulos,0,0
5938,Nulos,4,",9950248756218905472636815920398009950249"
3898,Nulos,3,",6172839506172839506172839506172839506173"
1297,Nulos,6,"1,04712041884816753926701570680628272251"
2028,Nulos,8,"2,06718346253229974160206718346253229974"
4136,Nulos,4,"1,0989010989010989010989010989010989011"
3133,Nulos,3,",931677018633540372670807453416149068323"
6176,Nulos,8,"1,36986301369863013698630136986301369863"
2249,Nulos,3,",7334963325183374083129584352078239608802"
379,Nulos,3,",8403361344537815126050420168067226890756"
3864,Nulos,1,",3257328990228013029315960912052117263844"
4765,Nulos,6,"1,20724346076458752515090543259557344064"
3371,Nulos,5,"1,2658227848101265822784810126582278481"
3388,Nulos,5,"1,2658227848101265822784810126582278481"
5428,Nulos,1,",2079002079002079002079002079002079002079"
311,Nulos,5,"1,01214574898785425101214574898785425101"
1399,Nulos,3,",8620689655172413793103448275862068965517"
4017,Nulos,6,"1,1834319526627218934911242603550295858"
4748,Nulos,8,"1,73913043478260869565217391304347826087"
3966,Nulos,6,"1,54639175257731958762886597938144329897"
4833,Nulos,1,",3095975232198142414860681114551083591331"
5054,Nulos,4,",7130124777183600713012477718360071301248"
3065,Nulos,12,"2,19378427787934186471663619744058500914"
2147,Nulos,1,",2617801047120418848167539267015706806283"
2793,Nulos,0,0
2623,Nulos,3,",6276150627615062761506276150627615062762"
1042,Nulos,2,",495049504950495049504950495049504950495"
5037,Nulos,7,"1,29390018484288354898336414048059149723"
1433,Nulos,2,",4032258064516129032258064516129032258065"
5224,Nulos,3,",5928853754940711462450592885375494071146"
2215,Nulos,5,"1,33689839572192513368983957219251336898"
2334,Nulos,2,",4901960784313725490196078431372549019608"
2810,Nulos,8,"1,6771488469601677148846960167714884696"
22,Nulos,0,0
2317,Nulos,0,0
5309,Nulos,3,",5703422053231939163498098859315589353612"
787,Nulos,7,"1,82291666666666666666666666666666666667"
804,Nulos,2,",4694835680751173708920187793427230046948"
1331,Nulos,0,0
5785,Nulos,2,",8196721311475409836065573770491803278689"
2181,Nulos,0,0
974,Nulos,3,",6024096385542168674698795180722891566265"
2164,Nulos,5,"1,41643059490084985835694050991501416431"
2198,Nulos,2,",641025641025641025641025641025641025641"
3847,Nulos,2,",4184100418410041841004184100418410041841"
5088,Nulos,6,"1,44230769230769230769230769230769230769"
4000,Nulos,5,",936329588014981273408239700374531835206"
1416,Nulos,0,0
3116,Nulos,4,"1,35135135135135135135135135135135135135"
328,Nulos,1,",3076923076923076923076923076923076923077"
855,Nulos,5,",8389261744966442953020134228187919463087"
5207,Nulos,1,",1996007984031936127744510978043912175649"
3558,Nulos,6,"1,3483146067415730337078651685393258427"
5564,Nulos,2,",4672897196261682242990654205607476635514"
4731,Nulos,7,"1,12721417069243156199677938808373590982"
4034,Nulos,2,",6329113924050632911392405063291139240506"
566,Nulos,1,",24330900243309002433090024330900243309"
3082,Nulos,7,"1,30111524163568773234200743494423791822"
4068,Nulos,10,"2,42130750605326876513317191283292978208"
1450,Nulos,6,",955414012738853503184713375796178343949"
5292,Nulos,3,",8670520231213872832369942196531791907514"
549,Nulos,1,",3058103975535168195718654434250764525994"
5547,Nulos,6,"1,45985401459854014598540145985401459854"
2300,Nulos,4,"1,00755667506297229219143576826196473552"
3439,Nulos,1,",2531645569620253164556962025316455696203"
2657,Nulos,7,"1,7369727047146401985111662531017369727"
2742,Nulos,3,",662251655629139072847682119205298013245"
481,Nulos,5,",9505703422053231939163498098859315589354"
5513,Nulos,6,"1,08695652173913043478260869565217391304"
4714,Nulos,7,"1,36986301369863013698630136986301369863"
1008,Nulos,1,",2525252525252525252525252525252525252525"
3932,Nulos,8,"1,57170923379174852652259332023575638507"
3983,Nulos,2,",5063291139240506329113924050632911392405"
5377,Nulos,3,",7556675062972292191435768261964735516373"
39,Nulos,3,",5110732538330494037478705281090289608177"
5020,Nulos,2,",3669724770642201834862385321100917431193"
4085,Nulos,5,"1,24069478908188585607940446650124069479"
2096,Nulos,9,"2,05479452054794520547945205479452054795"
1059,Nulos,4,"1,27795527156549520766773162939297124601"
6091,Nulos,6,"1,11524163568773234200743494423791821561"
3354,Nulos,15,"2,37341772151898734177215189873417721519"
3150,Nulos,5,"1,51057401812688821752265861027190332326"
5173,Nulos,8,"1,46520146520146520146520146520146520147"
3422,Nulos,3,",6369426751592356687898089171974522292994"
2759,Nulos,3,",6896551724137931034482758620689655172414"
3575,Nulos,3,",8219178082191780821917808219178082191781"
2130,Nulos,3,",6993006993006993006993006993006993006993"
3830,Nulos,4,",8528784648187633262260127931769722814499"
498,Nulos,4,",7677543186180422264875239923224568138196"
3949,Nulos,3,",5649717514124293785310734463276836158192"
5887,Nulos,1,",189035916824196597353497164461247637051"
2606,Nulos,9,"2,18446601941747572815533980582524271845"
4051,Nulos,5,"1,51057401812688821752265861027190332326"
685,Nulos,2,",576368876080691642651296829971181556196"
5581,Nulos,4,",8695652173913043478260869565217391304348"
2232,Nulos,7,"1,88172043010752688172043010752688172043"
4782,Nulos,3,",5597014925373134328358208955223880597015"
2351,Nulos,6,"1,12781954887218045112781954887218045113"
2827,Nulos,4,"1,12994350282485875706214689265536723164"
1382,Nulos,2,",5847953216374269005847953216374269005848"
294,Nulos,3,",6787330316742081447963800904977375565611"
2113,Nulos,2,",4228329809725158562367864693446088794926"
1314,Nulos,0,0
719,Nulos,0,0
4187,Nulos,3,",8241758241758241758241758241758241758242"
1994,Nulos,5,",8665511265164644714038128249566724436742"
2929,Nulos,2,",5102040816326530612244897959183673469388"
5853,Nulos,7,"1,52838427947598253275109170305676855895"
5666,Nulos,0,0
2283,Nulos,4,"1,02301790281329923273657289002557544757"
3507,Nulos,2,",6430868167202572347266881028938906752412"
4357,Nulos,7,"1,54867256637168141592920353982300884956"
2538,Nulos,10,"1,7921146953405017921146953405017921147"
1620,Nulos,2,",408163265306122448979591836734693877551"
2997,Nulos,4,",8849557522123893805309734513274336283186"
1807,Nulos,3,",4854368932038834951456310679611650485437"
889,Nulos,2,",6430868167202572347266881028938906752412"
1824,Nulos,1,",2358490566037735849056603773584905660377"
3711,Nulos,7,"1,19453924914675767918088737201365187713"
175,Nulos,2,",388349514563106796116504854368932038835"
3184,Nulos,5,",9505703422053231939163498098859315589354"
4544,Nulos,6,"1,42180094786729857819905213270142180095"
5462,Nulos,5,"1,10132158590308370044052863436123348018"
1246,Nulos,7,"1,47058823529411764705882352941176470588"
430,Nulos,3,",5628517823639774859287054409005628517824"
4374,Nulos,3,",8823529411764705882352941176470588235294"
107,Nulos,1,",3021148036253776435045317220543806646526"
1790,Nulos,8,"1,33779264214046822742474916387959866221"
2470,Nulos,4,",7380073800738007380073800738007380073801"
1637,Nulos,2,",3081664098613251155624036979969183359014"
1178,Nulos,2,",5115089514066496163682864450127877237852"
4935,Nulos,3,",558659217877094972067039106145251396648"
2708,Nulos,9,"1,77165354330708661417322834645669291339"
736,Nulos,5,"1,38888888888888888888888888888888888889"
4306,Nulos,3,",8264462809917355371900826446280991735537"
3473,Nulos,5,"1,05263157894736842105263157894736842105"
2674,Nulos,7,"1,63551401869158878504672897196261682243"
3269,Nulos,5,"1,11111111111111111111111111111111111111"
5326,Nulos,10,"2,17864923747276688453159041394335511983"
3728,Nulos,4,"1,04712041884816753926701570680628272251"
1858,Nulos,5,"1,17924528301886792452830188679245283019"
923,Nulos,2,",4819277108433734939759036144578313253012"
5122,Nulos,5,"1,12359550561797752808988764044943820225"
4578,Nulos,0,0
90,Nulos,3,",459418070444104134762633996937212863706"
3252,Nulos,5,"1,01419878296146044624746450304259634888"
6057,Nulos,0,0
4952,Nulos,7,"1,28913443830570902394106813996316758748"
4323,Nulos,0,0
3643,Nulos,2,",4705882352941176470588235294117647058824"
1603,Nulos,2,",3759398496240601503759398496240601503759"
1841,Nulos,4,"1,00755667506297229219143576826196473552"
2453,Nulos,2,",5479452054794520547945205479452054794521"
5241,Nulos,5,"1,24378109452736318407960199004975124378"
4561,Nulos,0,0
4340,Nulos,1,",1801801801801801801801801801801801801802"
4884,Nulos,2,",4662004662004662004662004662004662004662"
6159,Nulos,8,"1,51515151515151515151515151515151515152"
192,Nulos,2,",3521126760563380281690140845070422535211"
1586,Nulos,0,0
5479,Nulos,5,",9074410163339382940108892921960072595281"
1773,Nulos,6,"1,43884892086330935251798561151079136691"
4442,Nulos,8,"2,77777777777777777777777777777777777778"
1229,Nulos,1,",2100840336134453781512605042016806722689"
2691,Nulos,4,"1,23456790123456790123456790123456790123"
2963,Nulos,4,"1,42857142857142857142857142857142857143"
5836,Nulos,8,"1,75054704595185995623632385120350109409"
3677,Nulos,0,0
1722,Nulos,2,",5730659025787965616045845272206303724928"
3201,Nulos,3,",8571428571428571428571428571428571428571"
1671,Nulos,3,",7518796992481203007518796992481203007519"
141,Nulos,2,",5813953488372093023255813953488372093023"
1212,Nulos,7,"1,49253731343283582089552238805970149254"
4918,Nulos,2,",5347593582887700534759358288770053475936"
4493,Nulos,7,"1,80878552971576227390180878552971576227"
447,Nulos,3,",6637168141592920353982300884955752212389"
4459,Nulos,8,"2,65780730897009966777408637873754152824"
2980,Nulos,4,"1,3605442176870748299319727891156462585"
1705,Nulos,5,"1,44092219020172910662824207492795389049"
5700,Nulos,0,0
3218,Nulos,4,"1,07238605898123324396782841823056300268"
5139,Nulos,4,",7532956685499058380414312617702448210923"
5190,Nulos,7,"1,29390018484288354898336414048059149723"
3660,Nulos,4,",9132420091324200913242009132420091324201"
4476,Nulos,2,",3521126760563380281690140845070422535211"
1688,Nulos,1,",2506265664160401002506265664160401002506"
2504,Nulos,8,"2,58064516129032258064516129032258064516"
4391,Nulos,2,",5665722379603399433427762039660056657224"
2521,Nulos,9,"1,53846153846153846153846153846153846154"
124,Nulos,1,",3058103975535168195718654434250764525994"
4527,Nulos,2,",5050505050505050505050505050505050505051"
2946,Nulos,1,",2985074626865671641791044776119402985075"
5717,Nulos,3,",6451612903225806451612903225806451612903"
158,Nulos,2,",5602240896358543417366946778711484593838"
1195,Nulos,3,",6880733944954128440366972477064220183486"
6142,Nulos,5,",9124087591240875912408759124087591240876"
4408,Nulos,4,"1,29449838187702265372168284789644012945"
5683,Nulos,3,",4724409448818897637795275590551181102362"
5275,Nulos,2,",6191950464396284829721362229102167182663"
634,Nulos,8,"1,64609053497942386831275720164609053498"
6006,Nulos,1,",2212389380530973451327433628318584070796"
906,Nulos,1,",2673796791443850267379679144385026737968"
6040,Nulos,0,0
1654,Nulos,4,"1,07526881720430107526881720430107526882"
3694,Nulos,2,",3710575139146567717996289424860853432282"
2487,Nulos,2,",6535947712418300653594771241830065359477"
515,Nulos,1,",2392344497607655502392344497607655502392"
3235,Nulos,5,"1,04384133611691022964509394572025052192"
4425,Nulos,2,",6535947712418300653594771241830065359477"
5343,Nulos,4,",7604562737642585551330798479087452471483"
4510,Nulos,0,0
1739,Nulos,8,"1,47058823529411764705882352941176470588"
617,Nulos,3,",6479481641468682505399568034557235421166"
4901,Nulos,2,",5333333333333333333333333333333333333333"
1756,Nulos,3,",7672634271099744245524296675191815856777"
2912,Nulos,5,"1,51515151515151515151515151515151515152"
1161,Nulos,5,"1,28534704370179948586118251928020565553"
5258,Nulos,0,0
5955,Nulos,1,",22172949002217294900221729490022172949"
1926,Nulos,0,0
2419,Nulos,4,"1,08695652173913043478260869565217391304"
3609,Nulos,3,",6993006993006993006993006993006993006993"
3762,Nulos,2,",5194805194805194805194805194805194805195"
6125,Nulos,6,"1,23203285420944558521560574948665297741"
4204,Nulos,3,",8955223880597014925373134328358208955224"
5360,Nulos,3,",5870841487279843444227005870841487279843"
702,Nulos,2,",5524861878453038674033149171270718232044"
4986,Nulos,7,"1,38067061143984220907297830374753451677"
838,Nulos,6,"1,69491525423728813559322033898305084746"
3031,Nulos,6,"1,48148148148148148148148148148148148148"
4255,Nulos,1,",2212389380530973451327433628318584070796"
243,Nulos,3,",7299270072992700729927007299270072992701"
1110,Nulos,0,0
2895,Nulos,5,"1,61290322580645161290322580645161290323"
821,Nulos,4,",6980802792321116928446771378708551483421"
4646,Nulos,3,",6637168141592920353982300884955752212389"
413,Nulos,1,",1869158878504672897196261682242990654206"
5972,Nulos,4,",8602150537634408602150537634408602150538"
753,Nulos,2,",5012531328320802005012531328320802005013"
2878,Nulos,3,1
4612,Nulos,5,",8960573476702508960573476702508960573477"
4221,Nulos,10,"2,10084033613445378151260504201680672269"
3303,Nulos,4,",7380073800738007380073800738007380073801"
4629,Nulos,4,",9546539379474940334128878281622911694511"
940,Nulos,6,"1,51898734177215189873417721518987341772"
1535,Nulos,4,",7889546351084812623274161735700197238659"
73,Nulos,10,"1,96850393700787401574803149606299212598"
1943,Nulos,3,",9230769230769230769230769230769230769231"
4867,Nulos,2,",3454231433506044905008635578583765112263"
226,Nulos,3,",5084745762711864406779661016949152542373"
5870,Nulos,3,",5494505494505494505494505494505494505495"
5632,Nulos,6,"1,32158590308370044052863436123348017621"
4238,Nulos,4,",8869179600886917960088691796008869179601"
3167,Nulos,4,",7604562737642585551330798479087452471483"
1280,Nulos,4,"1,2195121951219512195121951219512195122"
5989,Nulos,3,",7281553398058252427184466019417475728155"
1960,Nulos,3,",7692307692307692307692307692307692307692"
1263,Nulos,4,"1,23456790123456790123456790123456790123"
1552,Nulos,4,",8230452674897119341563786008230452674897"
2572,Nulos,7,"1,57657657657657657657657657657657657658"
5496,Nulos,9,"1,60427807486631016042780748663101604278"
1127,Nulos,7,"1,54867256637168141592920353982300884956"
1977,Nulos,5,"1,13895216400911161731207289293849658314"
5751,Nulos,3,",4552352048558421851289833080424886191199"
1892,Nulos,3,",6896551724137931034482758620689655172414"
4289,Nulos,1,",2923976608187134502923976608187134502924"
3745,Nulos,6,"1,65745856353591160220994475138121546961"
4595,Nulos,1,",2074688796680497925311203319502074688797"
1144,Nulos,4,",8658008658008658008658008658008658008658"
600,Nulos,5,"1,13895216400911161731207289293849658314"
1909,Nulos,1,",2525252525252525252525252525252525252525"
3014,Nulos,11,"2,27743271221532091097308488612836438923"
3490,Nulos,4,",7259528130671506352087114337568058076225"
5411,Nulos,7,"1,45530145530145530145530145530145530146"
1518,Nulos,2,",3401360544217687074829931972789115646259"
2555,Nulos,7,"1,29390018484288354898336414048059149723"
2436,Nulos,0,0
3626,Nulos,2,",4405286343612334801762114537444933920705"
5734,Nulos,7,"1,33587786259541984732824427480916030534"
5156,Nulos,1,",1901140684410646387832699619771863117871"
5649,Nulos,2,",5208333333333333333333333333333333333333"
4969,Nulos,6,"1,28755364806866952789699570815450643777"
5921,Nulos,2,",401606425702811244979919678714859437751"
5819,Nulos,3,"1,42857142857142857142857142857142857143"
3286,Nulos,4,",8247422680412371134020618556701030927835"
2402,Nulos,5,"1,26903553299492385786802030456852791878"
464,Nulos,0,0
1569,Nulos,4,",7029876977152899824253075571177504393673"
4272,Nulos,2,",5305039787798408488063660477453580901857"
1875,Nulos,8,"1,78173719376391982182628062360801781737"
209,Nulos,4,",7434944237918215613382899628252788104089"
3779,Nulos,1,",3436426116838487972508591065292096219931"
2725,Nulos,7,"1,23893805309734513274336283185840707965"
6044,PACMA,1,",202020202020202020202020202020202020202"
3664,PACMA,2,",45662100456621004566210045662100456621"
5211,PACMA,2,",3992015968063872255489021956087824351297"
366,PACMA,0,0
2508,PACMA,2,",6451612903225806451612903225806451612903"
3545,PACMA,2,",4405286343612334801762114537444933920705"
502,PACMA,3,",5758157389635316698656429942418426103647"
2304,PACMA,4,"1,00755667506297229219143576826196473552"
944,PACMA,5,"1,2658227848101265822784810126582278481"
2287,PACMA,6,"1,53452685421994884910485933503836317136"
3783,PACMA,1,",3436426116838487972508591065292096219931"
3460,PACMA,4,",9779951100244498777506112469437652811736"
434,PACMA,0,0
2576,PACMA,2,",4504504504504504504504504504504504504505"
5109,PACMA,5,"1,07066381156316916488222698072805139186"
2695,PACMA,6,"1,85185185185185185185185185185185185185"
3596,PACMA,3,",7334963325183374083129584352078239608802"
5432,PACMA,5,"1,03950103950103950103950103950103950104"
2525,PACMA,3,",5128205128205128205128205128205128205128"
3885,PACMA,3,",9677419354838709677419354838709677419355"
2661,PACMA,3,",7444168734491315136476426799007444168734"
5500,PACMA,2,",3565062388591800356506238859180035650624"
3494,PACMA,5,",9074410163339382940108892921960072595281"
