PARTIDO,NUM_VOTOS,PORCENTAJE
Nulos,4,"1,07526881720430107526881720430107526882"
PSOE,158,"42,47311827956989247311827956989247311828"
FO,0,0
PP,107,"28,76344086021505376344086021505376344086"
PACMA,2,",5376344086021505376344086021505376344086"
PCTE,4,"1,07526881720430107526881720430107526882"
PUM J,0,0
VOX,26,"6,98924731182795698924731182795698924731"
PUEDE,0,0
AEEV,1,",2688172043010752688172043010752688172043"
RC,0,0
SUMAR,68,"18,27956989247311827956989247311827956989"
Electores,558,100
Abstenciones,159,"28,49462365591397849462365591397849462366"
Votantes,399,"71,50537634408602150537634408602150537634"
Blancos,3,",7518796992481203007518796992481203007519"
Validos,396,"99,24812030075187969924812030075187969925"
Nulos,3,",7518796992481203007518796992481203007519"
PSOE,152,"38,0952380952380952380952380952380952381"
FO,1,",2506265664160401002506265664160401002506"
PP,103,"25,81453634085213032581453634085213032581"
PACMA,4,"1,002506265664160401002506265664160401"
PCTE,1,",2506265664160401002506265664160401002506"
PUM J,0,0
VOX,46,"11,52882205513784461152882205513784461153"
PUEDE,0,0
AEEV,3,",7518796992481203007518796992481203007519"
RC,0,0
SUMAR,83,"20,8020050125313283208020050125313283208"
Electores,579,100
Abstenciones,180,"31,08808290155440414507772020725388601036"
Votantes,399,"68,91191709844559585492227979274611398964"
Blancos,1,",2506265664160401002506265664160401002506"
Validos,398,"99,74937343358395989974937343358395989975"
Nulos,1,",2506265664160401002506265664160401002506"
PSOE,148,"37,09273182957393483709273182957393483709"
FO,0,0
PP,112,"28,07017543859649122807017543859649122807"
PACMA,1,",2506265664160401002506265664160401002506"
PCTE,5,"1,25313283208020050125313283208020050125"
PUM J,0,0
VOX,51,"12,78195488721804511278195488721804511278"
PUEDE,0,0
AEEV,2,",5012531328320802005012531328320802005013"
RC,1,",2506265664160401002506265664160401002506"
SUMAR,77,"19,2982456140350877192982456140350877193"
Electores,522,100
Abstenciones,175,"33,52490421455938697318007662835249042146"
Votantes,347,"66,47509578544061302681992337164750957854"
Blancos,2,",576368876080691642651296829971181556196"
Validos,342,"98,55907780979827089337175792507204610951"
Nulos,5,"1,44092219020172910662824207492795389049"
PSOE,138,"39,76945244956772334293948126801152737752"
FO,0,0
PP,86,"24,78386167146974063400576368876080691643"
PACMA,2,",576368876080691642651296829971181556196"
PCTE,2,",576368876080691642651296829971181556196"
PUM J,0,0
VOX,39,"11,23919308357348703170028818443804034582"
PUEDE,1,",288184438040345821325648414985590778098"
AEEV,3,",8645533141210374639769452449567723342939"
RC,0,0
SUMAR,69,"19,88472622478386167146974063400576368876"
Electores,530,100
Abstenciones,181,"34,15094339622641509433962264150943396226"
Votantes,349,"65,84905660377358490566037735849056603774"
Blancos,1,",2865329512893982808022922636103151862464"
Validos,347,"99,42693409742120343839541547277936962751"
Nulos,2,",5730659025787965616045845272206303724928"
PSOE,152,"43,55300859598853868194842406876790830946"
FO,0,0
PP,85,"24,35530085959885386819484240687679083095"
PACMA,1,",2865329512893982808022922636103151862464"
PCTE,1,",2865329512893982808022922636103151862464"
PUM J,0,0
VOX,39,"11,17478510028653295128939828080229226361"
PUEDE,0,0
AEEV,1,",2865329512893982808022922636103151862464"
RC,0,0
SUMAR,67,"19,19770773638968481375358166189111747851"
Electores,709,100
Abstenciones,165,"23,27221438645980253878702397743300423131"
Votantes,544,"76,72778561354019746121297602256699576869"
Blancos,12,"2,20588235294117647058823529411764705882"
Validos,536,"98,52941176470588235294117647058823529412"
Nulos,8,"1,47058823529411764705882352941176470588"
PSOE,224,"41,17647058823529411764705882352941176471"
FO,1,",1838235294117647058823529411764705882353"
PP,139,"25,55147058823529411764705882352941176471"
PACMA,9,"1,65441176470588235294117647058823529412"
PCTE,3,",5514705882352941176470588235294117647059"
PUM J,0,0
VOX,55,"10,11029411764705882352941176470588235294"
PUEDE,0,0
AEEV,1,",1838235294117647058823529411764705882353"
RC,0,0
SUMAR,92,"16,91176470588235294117647058823529411765"
Electores,542,100
Abstenciones,151,"27,8597785977859778597785977859778597786"
Votantes,391,"72,1402214022140221402214022140221402214"
Blancos,7,"1,79028132992327365728900255754475703325"
Validos,388,"99,23273657289002557544757033248081841432"
Nulos,3,",7672634271099744245524296675191815856777"
PSOE,155,"39,64194373401534526854219948849104859335"
FO,1,",2557544757033248081841432225063938618926"
PP,84,"21,48337595907928388746803069053708439898"
PACMA,4,"1,02301790281329923273657289002557544757"
PCTE,2,",5115089514066496163682864450127877237852"
PUM J,0,0
VOX,38,"9,71867007672634271099744245524296675192"
PUEDE,0,0
AEEV,4,"1,02301790281329923273657289002557544757"
RC,0,0
SUMAR,93,"23,78516624040920716112531969309462915601"
Electores,570,100
Abstenciones,153,"26,84210526315789473684210526315789473684"
Votantes,417,"73,15789473684210526315789473684210526316"
Blancos,1,",2398081534772182254196642685851318944844"
Validos,411,"98,56115107913669064748201438848920863309"
Nulos,6,"1,43884892086330935251798561151079136691"
PSOE,167,"40,0479616306954436450839328537170263789"
FO,1,",2398081534772182254196642685851318944844"
PP,95,"22,78177458033573141486810551558752997602"
PACMA,0,0
PCTE,2,",4796163069544364508393285371702637889688"
PUM J,1,",2398081534772182254196642685851318944844"
VOX,42,"10,07194244604316546762589928057553956835"
PUEDE,0,0
AEEV,2,",4796163069544364508393285371702637889688"
RC,0,0
SUMAR,100,"23,98081534772182254196642685851318944844"
Electores,823,100
Abstenciones,225,"27,33900364520048602673147023086269744836"
Votantes,598,"72,66099635479951397326852976913730255164"
Blancos,2,",3344481605351170568561872909698996655518"
Validos,590,"98,66220735785953177257525083612040133779"
Nulos,8,"1,33779264214046822742474916387959866221"
PSOE,256,"42,80936454849498327759197324414715719064"
FO,3,",5016722408026755852842809364548494983278"
PP,151,"25,25083612040133779264214046822742474916"
PACMA,2,",3344481605351170568561872909698996655518"
PCTE,2,",3344481605351170568561872909698996655518"
PUM J,1,",1672240802675585284280936454849498327759"
VOX,58,"9,698996655518394648829431438127090301"
PUEDE,0,0
AEEV,2,",3344481605351170568561872909698996655518"
RC,2,",3344481605351170568561872909698996655518"
SUMAR,111,"18,56187290969899665551839464882943143813"
Electores,813,100
Abstenciones,195,"23,98523985239852398523985239852398523985"
Votantes,618,"76,01476014760147601476014760147601476015"
Blancos,1,",1618122977346278317152103559870550161812"
Validos,615,"99,51456310679611650485436893203883495146"
Nulos,3,",4854368932038834951456310679611650485437"
PSOE,251,"40,61488673139158576051779935275080906149"
FO,5,",8090614886731391585760517799352750809061"
PP,157,"25,40453074433656957928802588996763754045"
PACMA,3,",4854368932038834951456310679611650485437"
PCTE,2,",3236245954692556634304207119741100323625"
PUM J,0,0
VOX,69,"11,1650485436893203883495145631067961165"
PUEDE,0,0
AEEV,4,",6472491909385113268608414239482200647249"
RC,0,0
SUMAR,123,"19,90291262135922330097087378640776699029"
Electores,607,100
Abstenciones,183,"30,14827018121911037891268533772652388797"
Votantes,424,"69,85172981878088962108731466227347611203"
Blancos,2,",4716981132075471698113207547169811320755"
Validos,423,"99,76415094339622641509433962264150943396"
Nulos,1,",2358490566037735849056603773584905660377"
PSOE,172,"40,56603773584905660377358490566037735849"
FO,0,0
PP,102,"24,05660377358490566037735849056603773585"
PACMA,2,",4716981132075471698113207547169811320755"
PCTE,5,"1,17924528301886792452830188679245283019"
PUM J,0,0
VOX,53,"12,5"
PUEDE,0,0
AEEV,2,",4716981132075471698113207547169811320755"
RC,0,0
SUMAR,85,"20,04716981132075471698113207547169811321"
Electores,567,100
Abstenciones,170,"29,98236331569664902998236331569664902998"
Votantes,397,"70,01763668430335097001763668430335097002"
Blancos,5,"1,2594458438287153652392947103274559194"
Validos,393,"98,99244332493702770780856423173803526448"
Nulos,4,"1,00755667506297229219143576826196473552"
PSOE,176,"44,33249370277078085642317380352644836272"
FO,0,0
PP,81,"20,40302267002518891687657430730478589421"
PACMA,0,0
PCTE,1,",2518891687657430730478589420654911838791"
PUM J,0,0
VOX,51,"12,84634760705289672544080604534005037783"
PUEDE,0,0
AEEV,1,",2518891687657430730478589420654911838791"
RC,0,0
SUMAR,78,"19,64735516372795969773299748110831234257"
Electores,604,100
Abstenciones,180,"29,80132450331125827814569536423841059603"
Votantes,424,"70,19867549668874172185430463576158940397"
Blancos,4,",9433962264150943396226415094339622641509"
Validos,419,"98,82075471698113207547169811320754716981"
Nulos,5,"1,17924528301886792452830188679245283019"
PSOE,190,"44,81132075471698113207547169811320754717"
FO,0,0
PP,115,"27,12264150943396226415094339622641509434"
PACMA,2,",4716981132075471698113207547169811320755"
PCTE,0,0
PUM J,1,",2358490566037735849056603773584905660377"
VOX,34,"8,01886792452830188679245283018867924528"
PUEDE,0,0
AEEV,0,0
RC,0,0
SUMAR,73,"17,21698113207547169811320754716981132075"
Electores,609,100
Abstenciones,160,"26,2725779967159277504105090311986863711"
Votantes,449,"73,7274220032840722495894909688013136289"
Blancos,2,",445434298440979955456570155902004454343"
Validos,441,"98,21826280623608017817371937639198218263"
Nulos,8,"1,78173719376391982182628062360801781737"
PSOE,183,"40,75723830734966592427616926503340757238"
FO,2,",445434298440979955456570155902004454343"
PP,111,"24,72160356347438752783964365256124721604"
PACMA,3,",6681514476614699331848552338530066815145"
PCTE,2,",445434298440979955456570155902004454343"
PUM J,0,0
VOX,62,"13,80846325167037861915367483296213808463"
PUEDE,0,0
AEEV,1,",2227171492204899777282850779510022271715"
RC,0,0
SUMAR,75,"16,70378619153674832962138084632516703786"
Electores,606,100
Abstenciones,171,"28,21782178217821782178217821782178217822"
Votantes,435,"71,78217821782178217821782178217821782178"
Blancos,3,",6896551724137931034482758620689655172414"
Validos,432,"99,31034482758620689655172413793103448276"
Nulos,3,",6896551724137931034482758620689655172414"
PSOE,193,"44,3678160919540229885057471264367816092"
FO,2,",4597701149425287356321839080459770114943"
PP,92,"21,14942528735632183908045977011494252874"
PACMA,4,",9195402298850574712643678160919540229885"
PCTE,1,",2298850574712643678160919540229885057471"
PUM J,0,0
VOX,57,"13,10344827586206896551724137931034482759"
PUEDE,0,0
AEEV,1,",2298850574712643678160919540229885057471"
RC,0,0
SUMAR,79,"18,16091954022988505747126436781609195402"
Electores,584,100
Abstenciones,188,"32,19178082191780821917808219178082191781"
Votantes,396,"67,80821917808219178082191780821917808219"
Blancos,1,",2525252525252525252525252525252525252525"
Validos,395,"99,74747474747474747474747474747474747475"
Nulos,1,",2525252525252525252525252525252525252525"
PSOE,191,"48,23232323232323232323232323232323232323"
FO,2,",5050505050505050505050505050505050505051"
PP,79,"19,94949494949494949494949494949494949495"
PACMA,3,",7575757575757575757575757575757575757576"
PCTE,2,",5050505050505050505050505050505050505051"
PUM J,1,",2525252525252525252525252525252525252525"
VOX,38,"9,5959595959595959595959595959595959596"
PUEDE,0,0
AEEV,2,",5050505050505050505050505050505050505051"
RC,0,0
SUMAR,76,"19,19191919191919191919191919191919191919"
Electores,462,100
Abstenciones,133,"28,78787878787878787878787878787878787879"
Votantes,329,"71,21212121212121212121212121212121212121"
Blancos,3,",9118541033434650455927051671732522796353"
Validos,329,100
Nulos,0,0
PSOE,141,"42,85714285714285714285714285714285714286"
FO,0,0
PP,81,"24,62006079027355623100303951367781155015"
PACMA,0,0
PCTE,2,",6079027355623100303951367781155015197568"
PUM J,1,",3039513677811550151975683890577507598784"
VOX,35,"10,63829787234042553191489361702127659574"
PUEDE,0,0
AEEV,0,0
RC,0,0
SUMAR,66,"20,06079027355623100303951367781155015198"
Electores,475,100
Abstenciones,150,"31,57894736842105263157894736842105263158"
Votantes,325,"68,42105263157894736842105263157894736842"
Blancos,4,"1,23076923076923076923076923076923076923"
Validos,322,"99,07692307692307692307692307692307692308"
Nulos,3,",9230769230769230769230769230769230769231"
PSOE,119,"36,61538461538461538461538461538461538462"
FO,0,0
PP,95,"29,23076923076923076923076923076923076923"
PACMA,2,",6153846153846153846153846153846153846154"
PCTE,1,",3076923076923076923076923076923076923077"
PUM J,0,0
VOX,36,"11,07692307692307692307692307692307692308"
PUEDE,0,0
AEEV,0,0
RC,0,0
SUMAR,65,20
Electores,503,100
Abstenciones,113,"22,46520874751491053677932405566600397614"
Votantes,390,"77,53479125248508946322067594433399602386"
Blancos,2,",5128205128205128205128205128205128205128"
Validos,387,"99,23076923076923076923076923076923076923"
Nulos,3,",7692307692307692307692307692307692307692"
PSOE,138,"35,38461538461538461538461538461538461538"
FO,0,0
PP,112,"28,71794871794871794871794871794871794872"
PACMA,1,",2564102564102564102564102564102564102564"
PCTE,0,0
PUM J,0,0
VOX,37,"9,48717948717948717948717948717948717949"
PUEDE,0,0
AEEV,0,0
RC,0,0
SUMAR,97,"24,87179487179487179487179487179487179487"
Electores,523,100
Abstenciones,84,"16,06118546845124282982791586998087954111"
Votantes,439,"83,93881453154875717017208413001912045889"
Blancos,3,",6833712984054669703872437357630979498861"
Validos,434,"98,86104783599088838268792710706150341686"
Nulos,5,"1,13895216400911161731207289293849658314"
PSOE,129,"29,3849658314350797266514806378132118451"
FO,2,",4555808656036446469248291571753986332574"
PP,129,"29,3849658314350797266514806378132118451"
PACMA,4,",9111617312072892938496583143507972665148"
PCTE,0,0
PUM J,0,0
VOX,48,"10,93394077448747152619589977220956719818"
PUEDE,0,0
AEEV,2,",4555808656036446469248291571753986332574"
RC,0,0
SUMAR,117,"26,65148063781321184510250569476082004556"
Electores,741,100
Abstenciones,164,"22,13225371120107962213225371120107962213"
Votantes,577,"77,86774628879892037786774628879892037787"
Blancos,9,"1,55979202772963604852686308492201039861"
Validos,572,"99,13344887348353552859618717504332755633"
Nulos,5,",8665511265164644714038128249566724436742"
PSOE,188,"32,58232235701906412478336221837088388215"
FO,0,0
PP,189,"32,75563258232235701906412478336221837088"
PACMA,2,",3466204506065857885615251299826689774697"
PCTE,2,",3466204506065857885615251299826689774697"
PUM J,0,0
VOX,72,"12,47833622183708838821490467937608318891"
PUEDE,0,0
AEEV,2,",3466204506065857885615251299826689774697"
RC,0,0
SUMAR,108,"18,71750433275563258232235701906412478336"
Electores,746,100
Abstenciones,137,"18,36461126005361930294906166219839142091"
Votantes,609,"81,63538873994638069705093833780160857909"
Blancos,4,",6568144499178981937602627257799671592775"
Validos,605,"99,34318555008210180623973727422003284072"
Nulos,4,",6568144499178981937602627257799671592775"
PSOE,188,"30,87027914614121510673234811165845648604"
FO,0,0
PP,222,"36,4532019704433497536945812807881773399"
PACMA,3,",4926108374384236453201970443349753694581"
PCTE,1,",1642036124794745484400656814449917898194"
PUM J,2,",3284072249589490968801313628899835796388"
VOX,64,"10,50903119868637110016420361247947454844"
PUEDE,0,0
AEEV,4,",6568144499178981937602627257799671592775"
RC,0,0
SUMAR,117,"19,21182266009852216748768472906403940887"
Electores,532,100
Abstenciones,145,"27,25563909774436090225563909774436090226"
Votantes,387,"72,74436090225563909774436090225563909774"
Blancos,7,"1,80878552971576227390180878552971576227"
Validos,379,"97,93281653746770025839793281653746770026"
Nulos,8,"2,06718346253229974160206718346253229974"
PSOE,147,"37,98449612403100775193798449612403100775"
FO,1,",2583979328165374677002583979328165374677"
PP,111,"28,68217054263565891472868217054263565891"
PACMA,2,",5167958656330749354005167958656330749354"
PCTE,0,0
PUM J,1,",2583979328165374677002583979328165374677"
VOX,43,"11,11111111111111111111111111111111111111"
PUEDE,0,0
AEEV,1,",2583979328165374677002583979328165374677"
RC,1,",2583979328165374677002583979328165374677"
SUMAR,65,"16,7958656330749354005167958656330749354"
Electores,562,100
Abstenciones,176,"31,31672597864768683274021352313167259786"
Votantes,386,"68,68327402135231316725978647686832740214"
Blancos,0,0
Validos,383,"99,22279792746113989637305699481865284974"
Nulos,3,",7772020725388601036269430051813471502591"
PSOE,152,"39,37823834196891191709844559585492227979"
FO,0,0
PP,90,"23,31606217616580310880829015544041450777"
PACMA,3,",7772020725388601036269430051813471502591"
PCTE,3,",7772020725388601036269430051813471502591"
PUM J,1,",2590673575129533678756476683937823834197"
VOX,52,"13,47150259067357512953367875647668393782"
PUEDE,0,0
AEEV,2,",5181347150259067357512953367875647668394"
RC,3,",7772020725388601036269430051813471502591"
SUMAR,77,"19,94818652849740932642487046632124352332"
Electores,733,100
Abstenciones,303,"41,33697135061391541609822646657571623465"
Votantes,430,"58,66302864938608458390177353342428376535"
Blancos,1,",2325581395348837209302325581395348837209"
Validos,423,"98,37209302325581395348837209302325581395"
Nulos,7,"1,62790697674418604651162790697674418605"
PSOE,158,"36,74418604651162790697674418604651162791"
FO,2,",4651162790697674418604651162790697674419"
PP,112,"26,04651162790697674418604651162790697674"
PACMA,4,",9302325581395348837209302325581395348837"
PCTE,2,",4651162790697674418604651162790697674419"
PUM J,0,0
VOX,63,"14,65116279069767441860465116279069767442"
PUEDE,0,0
AEEV,4,",9302325581395348837209302325581395348837"
RC,1,",2325581395348837209302325581395348837209"
SUMAR,76,"17,67441860465116279069767441860465116279"
Electores,779,100
Abstenciones,289,"37,09884467265725288831835686777920410783"
Votantes,490,"62,90115532734274711168164313222079589217"
Blancos,6,"1,22448979591836734693877551020408163265"
Validos,485,"98,97959183673469387755102040816326530612"
Nulos,5,"1,02040816326530612244897959183673469388"
PSOE,177,"36,12244897959183673469387755102040816327"
FO,0,0
PP,141,"28,77551020408163265306122448979591836735"
PACMA,5,"1,02040816326530612244897959183673469388"
PCTE,3,",6122448979591836734693877551020408163265"
PUM J,0,0
VOX,69,"14,08163265306122448979591836734693877551"
PUEDE,0,0
AEEV,2,",408163265306122448979591836734693877551"
RC,0,0
SUMAR,82,"16,73469387755102040816326530612244897959"
Electores,676,100
Abstenciones,238,"35,20710059171597633136094674556213017751"
Votantes,438,"64,79289940828402366863905325443786982249"
Blancos,5,"1,14155251141552511415525114155251141553"
Validos,429,"97,94520547945205479452054794520547945205"
Nulos,9,"2,05479452054794520547945205479452054795"
PSOE,122,"27,85388127853881278538812785388127853881"
FO,2,",45662100456621004566210045662100456621"
PP,112,"25,57077625570776255707762557077625570776"
PACMA,2,",45662100456621004566210045662100456621"
PCTE,1,",228310502283105022831050228310502283105"
PUM J,1,",228310502283105022831050228310502283105"
VOX,85,"19,40639269406392694063926940639269406393"
PUEDE,0,0
AEEV,5,"1,14155251141552511415525114155251141553"
RC,1,",228310502283105022831050228310502283105"
SUMAR,93,"21,23287671232876712328767123287671232877"
Electores,745,100
Abstenciones,272,"36,51006711409395973154362416107382550336"
Votantes,473,"63,48993288590604026845637583892617449664"
Blancos,2,",4228329809725158562367864693446088794926"
Validos,471,"99,57716701902748414376321353065539112051"
Nulos,2,",4228329809725158562367864693446088794926"
PSOE,158,"33,40380549682875264270613107822410147992"
FO,0,0
PP,122,"25,79281183932346723044397463002114164905"
PACMA,8,"1,69133192389006342494714587737843551797"
PCTE,2,",4228329809725158562367864693446088794926"
PUM J,0,0
VOX,70,"14,79915433403805496828752642706131078224"
PUEDE,0,0
AEEV,3,",6342494714587737843551797040169133192389"
RC,0,0
SUMAR,106,"22,41014799154334038054968287526427061311"
Electores,624,100
Abstenciones,195,"31,25"
Votantes,429,"68,75"
Blancos,10,"2,33100233100233100233100233100233100233"
Validos,426,"99,3006993006993006993006993006993006993"
Nulos,3,",6993006993006993006993006993006993006993"
PSOE,168,"39,16083916083916083916083916083916083916"
FO,2,",4662004662004662004662004662004662004662"
PP,114,"26,57342657342657342657342657342657342657"
PACMA,3,",6993006993006993006993006993006993006993"
PCTE,3,",6993006993006993006993006993006993006993"
PUM J,0,0
VOX,48,"11,18881118881118881118881118881118881119"
PUEDE,0,0
AEEV,1,",2331002331002331002331002331002331002331"
RC,1,",2331002331002331002331002331002331002331"
SUMAR,76,"17,71561771561771561771561771561771561772"
Electores,550,100
Abstenciones,168,"30,54545454545454545454545454545454545455"
Votantes,382,"69,45454545454545454545454545454545454545"
Blancos,7,"1,8324607329842931937172774869109947644"
Validos,381,"99,73821989528795811518324607329842931937"
Nulos,1,",2617801047120418848167539267015706806283"
PSOE,162,"42,40837696335078534031413612565445026178"
FO,2,",5235602094240837696335078534031413612565"
PP,89,"23,29842931937172774869109947643979057592"
PACMA,3,",7853403141361256544502617801047120418848"
PCTE,3,",7853403141361256544502617801047120418848"
PUM J,0,0
VOX,29,"7,59162303664921465968586387434554973822"
PUEDE,0,0
AEEV,2,",5235602094240837696335078534031413612565"
RC,0,0
SUMAR,84,"21,98952879581151832460732984293193717277"
Electores,506,100
Abstenciones,153,"30,23715415019762845849802371541501976285"
Votantes,353,"69,76284584980237154150197628458498023715"
Blancos,7,"1,98300283286118980169971671388101983003"
Validos,348,"98,58356940509915014164305949008498583569"
Nulos,5,"1,41643059490084985835694050991501416431"
PSOE,163,"46,17563739376770538243626062322946175637"
FO,2,",5665722379603399433427762039660056657224"
PP,69,"19,54674220963172804532577903682719546742"
PACMA,2,",5665722379603399433427762039660056657224"
PCTE,2,",5665722379603399433427762039660056657224"
PUM J,3,",8498583569405099150141643059490084985836"
VOX,44,"12,46458923512747875354107648725212464589"
PUEDE,0,0
AEEV,1,",2832861189801699716713881019830028328612"
RC,0,0
SUMAR,55,"15,58073654390934844192634560906515580737"
Electores,459,100
Abstenciones,156,"33,98692810457516339869281045751633986928"
Votantes,303,"66,01307189542483660130718954248366013072"
Blancos,0,0
Validos,303,100
Nulos,0,0
PSOE,120,"39,6039603960396039603960396039603960396"
FO,1,",33003300330033003300330033003300330033"
PP,69,"22,77227722772277227722772277227722772277"
PACMA,5,"1,65016501650165016501650165016501650165"
PCTE,4,"1,32013201320132013201320132013201320132"
PUM J,0,0
VOX,38,"12,54125412541254125412541254125412541254"
PUEDE,0,0
AEEV,1,",33003300330033003300330033003300330033"
RC,0,0
SUMAR,65,"21,45214521452145214521452145214521452145"
Electores,488,100
Abstenciones,176,"36,06557377049180327868852459016393442623"
Votantes,312,"63,93442622950819672131147540983606557377"
Blancos,4,"1,28205128205128205128205128205128205128"
Validos,310,"99,35897435897435897435897435897435897436"
Nulos,2,",641025641025641025641025641025641025641"
PSOE,129,"41,34615384615384615384615384615384615385"
FO,4,"1,28205128205128205128205128205128205128"
PP,84,"26,92307692307692307692307692307692307692"
PACMA,1,",3205128205128205128205128205128205128205"
PCTE,3,",9615384615384615384615384615384615384615"
PUM J,0,0
VOX,29,"9,29487179487179487179487179487179487179"
PUEDE,0,0
AEEV,0,0
RC,0,0
SUMAR,56,"17,94871794871794871794871794871794871795"
Electores,610,100
Abstenciones,236,"38,68852459016393442622950819672131147541"
Votantes,374,"61,31147540983606557377049180327868852459"
Blancos,2,",5347593582887700534759358288770053475936"
Validos,369,"98,66310160427807486631016042780748663102"
Nulos,5,"1,33689839572192513368983957219251336898"
PSOE,163,"43,58288770053475935828877005347593582888"
FO,1,",2673796791443850267379679144385026737968"
PP,67,"17,91443850267379679144385026737967914439"
PACMA,6,"1,60427807486631016042780748663101604278"
PCTE,1,",2673796791443850267379679144385026737968"
PUM J,0,0
VOX,53,"14,17112299465240641711229946524064171123"
PUEDE,0,0
AEEV,0,0
RC,0,0
SUMAR,76,"20,32085561497326203208556149732620320856"
Electores,649,100
Abstenciones,277,"42,68104776579352850539291217257318952234"
Votantes,372,"57,31895223420647149460708782742681047766"
Blancos,1,",2688172043010752688172043010752688172043"
Validos,365,"98,11827956989247311827956989247311827957"
Nulos,7,"1,88172043010752688172043010752688172043"
PSOE,155,"41,66666666666666666666666666666666666667"
FO,6,"1,61290322580645161290322580645161290323"
PP,77,"20,69892473118279569892473118279569892473"
PACMA,4,"1,07526881720430107526881720430107526882"
PCTE,3,",8064516129032258064516129032258064516129"
PUM J,1,",2688172043010752688172043010752688172043"
VOX,49,"13,17204301075268817204301075268817204301"
PUEDE,0,0
AEEV,3,",8064516129032258064516129032258064516129"
RC,0,0
SUMAR,66,"17,74193548387096774193548387096774193548"
Electores,580,100
Abstenciones,171,"29,48275862068965517241379310344827586207"
Votantes,409,"70,51724137931034482758620689655172413793"
Blancos,0,0
Validos,406,"99,26650366748166259168704156479217603912"
Nulos,3,",7334963325183374083129584352078239608802"
PSOE,183,"44,74327628361858190709046454767726161369"
FO,1,",2444987775061124694376528117359413202934"
PP,94,"22,98288508557457212713936430317848410758"
PACMA,1,",2444987775061124694376528117359413202934"
PCTE,1,",2444987775061124694376528117359413202934"
PUM J,0,0
VOX,36,"8,80195599022004889975550122249388753056"
PUEDE,0,0
AEEV,1,",2444987775061124694376528117359413202934"
RC,1,",2444987775061124694376528117359413202934"
SUMAR,88,"21,51589242053789731051344743276283618582"
Electores,584,100
Abstenciones,189,"32,36301369863013698630136986301369863014"
Votantes,395,"67,63698630136986301369863013698630136986"
Blancos,2,",5063291139240506329113924050632911392405"
Validos,388,"98,22784810126582278481012658227848101266"
Nulos,7,"1,77215189873417721518987341772151898734"
PSOE,181,"45,82278481012658227848101265822784810127"
FO,2,",5063291139240506329113924050632911392405"
PP,84,"21,2658227848101265822784810126582278481"
PACMA,4,"1,01265822784810126582278481012658227848"
PCTE,2,",5063291139240506329113924050632911392405"
PUM J,0,0
VOX,37,"9,36708860759493670886075949367088607595"
PUEDE,0,0
AEEV,1,",2531645569620253164556962025316455696203"
RC,0,0
SUMAR,75,"18,98734177215189873417721518987341772152"
Electores,605,100
Abstenciones,214,"35,3719008264462809917355371900826446281"
Votantes,391,"64,6280991735537190082644628099173553719"
Blancos,2,",5115089514066496163682864450127877237852"
Validos,387,"98,97698209718670076726342710997442455243"
Nulos,4,"1,02301790281329923273657289002557544757"
PSOE,170,"43,47826086956521739130434782608695652174"
FO,1,",2557544757033248081841432225063938618926"
PP,96,"24,55242966751918158567774936061381074169"
PACMA,6,"1,53452685421994884910485933503836317136"
PCTE,0,0
PUM J,0,0
VOX,32,"8,18414322250639386189258312020460358056"
PUEDE,0,0
AEEV,0,0
RC,0,0
SUMAR,80,"20,46035805626598465473145780051150895141"
Electores,655,100
Abstenciones,258,"39,38931297709923664122137404580152671756"
Votantes,397,"60,61068702290076335877862595419847328244"
Blancos,0,0
Validos,393,"98,99244332493702770780856423173803526448"
Nulos,4,"1,00755667506297229219143576826196473552"
PSOE,187,"47,10327455919395465994962216624685138539"
FO,3,",7556675062972292191435768261964735516373"
PP,98,"24,68513853904282115869017632241813602015"
PACMA,4,"1,00755667506297229219143576826196473552"
PCTE,1,",2518891687657430730478589420654911838791"
PUM J,0,0
VOX,40,"10,07556675062972292191435768261964735516"
PUEDE,0,0
AEEV,2,",5037783375314861460957178841309823677582"
RC,0,0
SUMAR,58,"14,60957178841309823677581863979848866499"
Electores,548,100
Abstenciones,179,"32,66423357664233576642335766423357664234"
Votantes,369,"67,33576642335766423357664233576642335766"
Blancos,4,"1,08401084010840108401084010840108401084"
Validos,369,100
Nulos,0,0
PSOE,155,"42,00542005420054200542005420054200542005"
FO,0,0
PP,95,"25,74525745257452574525745257452574525745"
PACMA,2,",5420054200542005420054200542005420054201"
PCTE,1,",27100271002710027100271002710027100271"
PUM J,0,0
VOX,48,"13,00813008130081300813008130081300813008"
PUEDE,0,0
AEEV,1,",27100271002710027100271002710027100271"
RC,0,0
SUMAR,63,"17,07317073170731707317073170731707317073"
Electores,611,100
Abstenciones,203,"33,22422258592471358428805237315875613748"
Votantes,408,"66,77577741407528641571194762684124386252"
Blancos,5,"1,2254901960784313725490196078431372549"
Validos,406,"99,50980392156862745098039215686274509804"
Nulos,2,",4901960784313725490196078431372549019608"
PSOE,169,"41,42156862745098039215686274509803921569"
FO,0,0
PP,104,"25,49019607843137254901960784313725490196"
PACMA,2,",4901960784313725490196078431372549019608"
PCTE,1,",2450980392156862745098039215686274509804"
PUM J,0,0
VOX,42,"10,29411764705882352941176470588235294118"
PUEDE,0,0
AEEV,1,",2450980392156862745098039215686274509804"
RC,0,0
SUMAR,82,"20,09803921568627450980392156862745098039"
Electores,821,100
Abstenciones,289,"35,20097442143727161997563946406820950061"
Votantes,532,"64,79902557856272838002436053593179049939"
Blancos,6,"1,12781954887218045112781954887218045113"
