PARTIDO,NUM_VOTOS,PORCENTAJE
PACMA,4,"1,14285714285714285714285714285714285714"
PCTE,0,0
PUM J,0,0
VOX,49,14
PUEDE,0,0
AEEV,2,",5714285714285714285714285714285714285714"
RC,0,0
SUMAR,73,"20,85714285714285714285714285714285714286"
Electores,573,100
Abstenciones,200,"34,9040139616055846422338568935427574171"
Votantes,373,"65,0959860383944153577661431064572425829"
Blancos,3,",8042895442359249329758713136729222520107"
Validos,369,"98,92761394101876675603217158176943699732"
Nulos,4,"1,07238605898123324396782841823056300268"
PSOE,145,"38,87399463806970509383378016085790884718"
FO,0,0
PP,76,"20,37533512064343163538873994638069705094"
PACMA,1,",2680965147453083109919571045576407506702"
PCTE,1,",2680965147453083109919571045576407506702"
PUM J,0,0
VOX,53,"14,20911528150134048257372654155495978552"
PUEDE,0,0
AEEV,0,0
RC,0,0
SUMAR,90,"24,12868632707774798927613941018766756032"
Electores,741,100
Abstenciones,262,"35,35762483130904183535762483130904183536"
Votantes,479,"64,64237516869095816464237516869095816464"
Blancos,3,",6263048016701461377870563674321503131524"
Validos,474,"98,95615866388308977035490605427974947808"
Nulos,5,"1,04384133611691022964509394572025052192"
PSOE,195,"40,70981210855949895615866388308977035491"
FO,3,",6263048016701461377870563674321503131524"
PP,118,"24,63465553235908141962421711899791231733"
PACMA,4,",8350730688935281837160751565762004175365"
PCTE,2,",4175365344467640918580375782881002087683"
PUM J,0,0
VOX,62,"12,94363256784968684759916492693110647182"
PUEDE,1,",2087682672233820459290187891440501043841"
AEEV,1,",2087682672233820459290187891440501043841"
RC,0,0
SUMAR,85,"17,74530271398747390396659707724425887265"
Electores,738,100
Abstenciones,245,"33,19783197831978319783197831978319783198"
Votantes,493,"66,80216802168021680216802168021680216802"
Blancos,4,",8113590263691683569979716024340770791075"
Validos,488,"98,98580121703853955375253549695740365112"
Nulos,5,"1,01419878296146044624746450304259634888"
PSOE,164,"33,26572008113590263691683569979716024341"
FO,1,",2028397565922920892494929006085192697769"
PP,123,"24,94929006085192697768762677484787018256"
PACMA,3,",6085192697768762677484787018255578093306"
PCTE,1,",2028397565922920892494929006085192697769"
PUM J,0,0
VOX,85,"17,24137931034482758620689655172413793103"
PUEDE,1,",2028397565922920892494929006085192697769"
AEEV,1,",2028397565922920892494929006085192697769"
RC,0,0
SUMAR,105,"21,29817444219066937119675456389452332657"
Electores,583,100
Abstenciones,133,"22,81303602058319039451114922813036020583"
Votantes,450,"77,18696397941680960548885077186963979417"
Blancos,7,"1,55555555555555555555555555555555555556"
Validos,445,"98,88888888888888888888888888888888888889"
Nulos,5,"1,11111111111111111111111111111111111111"
PSOE,178,"39,55555555555555555555555555555555555556"
FO,3,",6666666666666666666666666666666666666667"
PP,123,"27,33333333333333333333333333333333333333"
PACMA,4,",8888888888888888888888888888888888888889"
PCTE,0,0
PUM J,0,0
VOX,50,"11,11111111111111111111111111111111111111"
PUEDE,0,0
AEEV,1,",2222222222222222222222222222222222222222"
RC,0,0
SUMAR,79,"17,55555555555555555555555555555555555556"
Electores,660,100
Abstenciones,175,"26,51515151515151515151515151515151515152"
Votantes,485,"73,48484848484848484848484848484848484848"
Blancos,6,"1,23711340206185567010309278350515463918"
Validos,481,"99,17525773195876288659793814432989690722"
Nulos,4,",8247422680412371134020618556701030927835"
PSOE,188,"38,76288659793814432989690721649484536082"
FO,0,0
PP,125,"25,77319587628865979381443298969072164948"
PACMA,1,",2061855670103092783505154639175257731959"
PCTE,2,",4123711340206185567010309278350515463918"
PUM J,0,0
VOX,68,"14,02061855670103092783505154639175257732"
PUEDE,0,0
AEEV,1,",2061855670103092783505154639175257731959"
RC,0,0
SUMAR,90,"18,55670103092783505154639175257731958763"
Electores,828,100
Abstenciones,286,"34,54106280193236714975845410628019323671"
Votantes,542,"65,45893719806763285024154589371980676329"
Blancos,5,",9225092250922509225092250922509225092251"
Validos,538,"99,26199261992619926199261992619926199262"
Nulos,4,",7380073800738007380073800738007380073801"
PSOE,203,"37,45387453874538745387453874538745387454"
FO,2,",36900369003690036900369003690036900369"
PP,144,"26,56826568265682656826568265682656826568"
PACMA,3,",5535055350553505535055350553505535055351"
PCTE,1,",184501845018450184501845018450184501845"
PUM J,1,",184501845018450184501845018450184501845"
VOX,81,"14,94464944649446494464944649446494464945"
PUEDE,0,0
AEEV,1,",184501845018450184501845018450184501845"
RC,1,",184501845018450184501845018450184501845"
SUMAR,96,"17,71217712177121771217712177121771217712"
Electores,913,100
Abstenciones,304,"33,29682365826944140197152245345016429354"
Votantes,609,"66,70317634173055859802847754654983570646"
Blancos,8,"1,31362889983579638752052545155993431856"
Validos,608,"99,83579638752052545155993431855500821018"
Nulos,1,",1642036124794745484400656814449917898194"
PSOE,194,"31,85550082101806239737274220032840722496"
FO,0,0
PP,172,"28,24302134646962233169129720853858784893"
PACMA,3,",4926108374384236453201970443349753694581"
PCTE,4,",6568144499178981937602627257799671592775"
PUM J,0,0
VOX,90,"14,77832512315270935960591133004926108374"
PUEDE,1,",1642036124794745484400656814449917898194"
AEEV,2,",3284072249589490968801313628899835796388"
RC,1,",1642036124794745484400656814449917898194"
SUMAR,133,"21,83908045977011494252873563218390804598"
Electores,727,100
Abstenciones,133,"18,29436038514442916093535075653370013755"
Votantes,594,"81,70563961485557083906464924346629986245"
Blancos,5,",8417508417508417508417508417508417508418"
Validos,587,"98,82154882154882154882154882154882154882"
Nulos,7,"1,17845117845117845117845117845117845118"
PSOE,200,"33,67003367003367003367003367003367003367"
FO,0,0
PP,198,"33,33333333333333333333333333333333333333"
PACMA,5,",8417508417508417508417508417508417508418"
PCTE,0,0
PUM J,0,0
VOX,63,"10,60606060606060606060606060606060606061"
PUEDE,0,0
AEEV,3,",5050505050505050505050505050505050505051"
RC,0,0
SUMAR,113,"19,02356902356902356902356902356902356902"
Electores,789,100
Abstenciones,157,"19,89860583016476552598225602027883396705"
Votantes,632,"80,10139416983523447401774397972116603295"
Blancos,15,"2,37341772151898734177215189873417721519"
Validos,617,"97,62658227848101265822784810126582278481"
Nulos,15,"2,37341772151898734177215189873417721519"
PSOE,206,"32,59493670886075949367088607594936708861"
FO,0,0
PP,212,"33,54430379746835443037974683544303797468"
PACMA,5,",7911392405063291139240506329113924050633"
PCTE,0,0
PUM J,0,0
VOX,60,"9,49367088607594936708860759493670886076"
PUEDE,1,",1582278481012658227848101265822784810127"
AEEV,4,",6329113924050632911392405063291139240506"
RC,1,",1582278481012658227848101265822784810127"
SUMAR,113,"17,87974683544303797468354430379746835443"
Electores,498,100
Abstenciones,103,"20,68273092369477911646586345381526104418"
Votantes,395,"79,31726907630522088353413654618473895582"
Blancos,6,"1,51898734177215189873417721518987341772"
Validos,390,"98,7341772151898734177215189873417721519"
Nulos,5,"1,2658227848101265822784810126582278481"
PSOE,125,"31,64556962025316455696202531645569620253"
FO,0,0
PP,122,"30,88607594936708860759493670886075949367"
PACMA,4,"1,01265822784810126582278481012658227848"
PCTE,1,",2531645569620253164556962025316455696203"
PUM J,0,0
VOX,54,"13,67088607594936708860759493670886075949"
PUEDE,0,0
AEEV,4,"1,01265822784810126582278481012658227848"
RC,0,0
SUMAR,74,"18,7341772151898734177215189873417721519"
Electores,525,100
Abstenciones,130,"24,76190476190476190476190476190476190476"
Votantes,395,"75,23809523809523809523809523809523809524"
Blancos,7,"1,77215189873417721518987341772151898734"
Validos,390,"98,7341772151898734177215189873417721519"
Nulos,5,"1,2658227848101265822784810126582278481"
PSOE,132,"33,41772151898734177215189873417721518987"
FO,0,0
PP,117,"29,62025316455696202531645569620253164557"
PACMA,0,0
PCTE,1,",2531645569620253164556962025316455696203"
PUM J,0,0
VOX,67,"16,96202531645569620253164556962025316456"
PUEDE,0,0
AEEV,4,"1,01265822784810126582278481012658227848"
RC,0,0
SUMAR,62,"15,69620253164556962025316455696202531646"
Electores,601,100
Abstenciones,179,"29,783693843594009983361064891846921797"
Votantes,422,"70,216306156405990016638935108153078203"
Blancos,3,",7109004739336492890995260663507109004739"
Validos,419,"99,28909952606635071090047393364928909953"
Nulos,3,",7109004739336492890995260663507109004739"
PSOE,148,"35,07109004739336492890995260663507109005"
FO,2,",4739336492890995260663507109004739336493"
PP,133,"31,51658767772511848341232227488151658768"
PACMA,1,",2369668246445497630331753554502369668246"
PCTE,1,",2369668246445497630331753554502369668246"
PUM J,0,0
VOX,62,"14,69194312796208530805687203791469194313"
PUEDE,0,0
AEEV,3,",7109004739336492890995260663507109004739"
RC,0,0
SUMAR,66,"15,63981042654028436018957345971563981043"
Electores,680,100
Abstenciones,209,"30,73529411764705882352941176470588235294"
Votantes,471,"69,26470588235294117647058823529411764706"
Blancos,9,"1,9108280254777070063694267515923566879"
Validos,468,"99,3630573248407643312101910828025477707"
Nulos,3,",6369426751592356687898089171974522292994"
PSOE,153,"32,48407643312101910828025477707006369427"
FO,0,0
PP,158,"33,5456475583864118895966029723991507431"
PACMA,2,",4246284501061571125265392781316348195329"
PCTE,1,",2123142250530785562632696390658174097665"
PUM J,0,0
VOX,71,"15,07430997876857749469214437367303609342"
PUEDE,0,0
AEEV,3,",6369426751592356687898089171974522292994"
RC,0,0
SUMAR,71,"15,07430997876857749469214437367303609342"
Electores,537,100
Abstenciones,142,"26,44320297951582867783985102420856610801"
Votantes,395,"73,55679702048417132216014897579143389199"
Blancos,3,",7594936708860759493670886075949367088608"
Validos,394,"99,74683544303797468354430379746835443038"
Nulos,1,",2531645569620253164556962025316455696203"
PSOE,125,"31,64556962025316455696202531645569620253"
FO,1,",2531645569620253164556962025316455696203"
PP,116,"29,36708860759493670886075949367088607595"
PACMA,2,",5063291139240506329113924050632911392405"
PCTE,0,0
PUM J,1,",2531645569620253164556962025316455696203"
VOX,57,"14,43037974683544303797468354430379746835"
PUEDE,1,",2531645569620253164556962025316455696203"
AEEV,7,"1,77215189873417721518987341772151898734"
RC,2,",5063291139240506329113924050632911392405"
SUMAR,79,20
Electores,563,100
Abstenciones,154,"27,35346358792184724689165186500888099467"
Votantes,409,"72,64653641207815275310834813499111900533"
Blancos,5,"1,22249388753056234718826405867970660147"
Validos,406,"99,26650366748166259168704156479217603912"
Nulos,3,",7334963325183374083129584352078239608802"
PSOE,127,"31,05134474327628361858190709046454767726"
FO,3,",7334963325183374083129584352078239608802"
PP,118,"28,85085574572127139364303178484107579462"
PACMA,4,",9779951100244498777506112469437652811736"
PCTE,0,0
PUM J,0,0
VOX,76,"18,5819070904645476772616136919315403423"
PUEDE,0,0
AEEV,2,",4889975550122249388753056234718826405868"
RC,0,0
SUMAR,71,"17,35941320293398533007334963325183374083"
Electores,719,100
Abstenciones,244,"33,93602225312934631432545201668984700974"
Votantes,475,"66,06397774687065368567454798331015299026"
Blancos,3,",6315789473684210526315789473684210526316"
Validos,470,"98,94736842105263157894736842105263157895"
Nulos,5,"1,05263157894736842105263157894736842105"
PSOE,205,"43,15789473684210526315789473684210526316"
FO,1,",2105263157894736842105263157894736842105"
PP,124,"26,10526315789473684210526315789473684211"
PACMA,3,",6315789473684210526315789473684210526316"
PCTE,2,",4210526315789473684210526315789473684211"
PUM J,0,0
VOX,33,"6,94736842105263157894736842105263157895"
PUEDE,0,0
AEEV,2,",4210526315789473684210526315789473684211"
RC,0,0
SUMAR,97,"20,42105263157894736842105263157894736842"
Electores,865,100
Abstenciones,314,"36,30057803468208092485549132947976878613"
Votantes,551,"63,69942196531791907514450867052023121387"
Blancos,3,",5444646098003629764065335753176043557169"
Validos,547,"99,27404718693284936479128856624319419238"
Nulos,4,",7259528130671506352087114337568058076225"
PSOE,216,"39,20145190562613430127041742286751361162"
FO,1,",1814882032667876588021778584392014519056"
PP,161,"29,21960072595281306715063520871143375681"
PACMA,5,",9074410163339382940108892921960072595281"
PCTE,1,",1814882032667876588021778584392014519056"
PUM J,1,",1814882032667876588021778584392014519056"
VOX,70,"12,70417422867513611615245009074410163339"
PUEDE,0,0
AEEV,2,",3629764065335753176043557168784029038113"
RC,2,",3629764065335753176043557168784029038113"
SUMAR,85,"15,42649727767695099818511796733212341198"
Electores,452,100
Abstenciones,141,"31,19469026548672566371681415929203539823"
Votantes,311,"68,80530973451327433628318584070796460177"
Blancos,0,0
Validos,309,"99,35691318327974276527331189710610932476"
Nulos,2,",6430868167202572347266881028938906752412"
PSOE,120,"38,58520900321543408360128617363344051447"
FO,1,",3215434083601286173633440514469453376206"
PP,97,"31,1897106109324758842443729903536977492"
PACMA,3,",9646302250803858520900321543408360128617"
PCTE,4,"1,28617363344051446945337620578778135048"
PUM J,0,0
VOX,31,"9,96784565916398713826366559485530546624"
PUEDE,0,0
AEEV,0,0
RC,1,",3215434083601286173633440514469453376206"
SUMAR,52,"16,72025723472668810289389067524115755627"
Electores,487,100
Abstenciones,163,"33,47022587268993839835728952772073921971"
Votantes,324,"66,52977412731006160164271047227926078029"
Blancos,3,",9259259259259259259259259259259259259259"
Validos,322,"99,38271604938271604938271604938271604938"
Nulos,2,",6172839506172839506172839506172839506173"
PSOE,106,"32,71604938271604938271604938271604938272"
FO,1,",3086419753086419753086419753086419753086"
PP,106,"32,71604938271604938271604938271604938272"
PACMA,0,0
PCTE,1,",3086419753086419753086419753086419753086"
PUM J,0,0
VOX,43,"13,27160493827160493827160493827160493827"
PUEDE,0,0
AEEV,2,",6172839506172839506172839506172839506173"
RC,0,0
SUMAR,60,"18,51851851851851851851851851851851851852"
Electores,655,100
Abstenciones,201,"30,68702290076335877862595419847328244275"
Votantes,454,"69,31297709923664122137404580152671755725"
Blancos,3,",6607929515418502202643171806167400881057"
Validos,453,"99,77973568281938325991189427312775330396"
Nulos,1,",2202643171806167400881057268722466960352"
PSOE,197,"43,39207048458149779735682819383259911894"
FO,0,0
PP,122,"26,8722466960352422907488986784140969163"
PACMA,2,",4405286343612334801762114537444933920705"
PCTE,2,",4405286343612334801762114537444933920705"
PUM J,0,0
VOX,34,"7,4889867841409691629955947136563876652"
PUEDE,0,0
AEEV,1,",2202643171806167400881057268722466960352"
RC,0,0
SUMAR,92,"20,26431718061674008810572687224669603524"
Electores,672,100
Abstenciones,227,"33,7797619047619047619047619047619047619"
Votantes,445,"66,2202380952380952380952380952380952381"
Blancos,3,",6741573033707865168539325842696629213483"
Validos,439,"98,6516853932584269662921348314606741573"
Nulos,6,"1,3483146067415730337078651685393258427"
PSOE,173,"38,87640449438202247191011235955056179775"
FO,1,",2247191011235955056179775280898876404494"
PP,121,"27,19101123595505617977528089887640449438"
PACMA,2,",4494382022471910112359550561797752808989"
PCTE,0,0
PUM J,2,",4494382022471910112359550561797752808989"
VOX,52,"11,68539325842696629213483146067415730337"
PUEDE,0,0
AEEV,1,",2247191011235955056179775280898876404494"
RC,0,0
SUMAR,84,"18,87640449438202247191011235955056179775"
Electores,479,100
Abstenciones,114,"23,79958246346555323590814196242171189979"
Votantes,365,"76,20041753653444676409185803757828810021"
Blancos,5,"1,36986301369863013698630136986301369863"
Validos,362,"99,17808219178082191780821917808219178082"
Nulos,3,",8219178082191780821917808219178082191781"
PSOE,108,"29,58904109589041095890410958904109589041"
FO,1,",273972602739726027397260273972602739726"
PP,161,"44,10958904109589041095890410958904109589"
PACMA,1,",273972602739726027397260273972602739726"
PCTE,0,0
PUM J,0,0
VOX,26,"7,12328767123287671232876712328767123288"
PUEDE,0,0
AEEV,0,0
RC,0,0
SUMAR,60,"16,43835616438356164383561643835616438356"
Electores,530,100
Abstenciones,121,"22,83018867924528301886792452830188679245"
Votantes,409,"77,16981132075471698113207547169811320755"
Blancos,2,",4889975550122249388753056234718826405868"
Validos,402,"98,28850855745721271393643031784841075795"
Nulos,7,"1,71149144254278728606356968215158924205"
PSOE,135,"33,00733496332518337408312958435207823961"
FO,2,",4889975550122249388753056234718826405868"
PP,163,"39,85330073349633251833740831295843520782"
PACMA,3,",7334963325183374083129584352078239608802"
PCTE,0,0
PUM J,0,0
VOX,39,"9,53545232273838630806845965770171149144"
PUEDE,0,0
AEEV,0,0
RC,1,",2444987775061124694376528117359413202934"
SUMAR,57,"13,93643031784841075794621026894865525672"
Electores,562,100
Abstenciones,133,"23,6654804270462633451957295373665480427"
Votantes,429,"76,3345195729537366548042704626334519573"
Blancos,1,",2331002331002331002331002331002331002331"
Validos,426,"99,3006993006993006993006993006993006993"
Nulos,3,",6993006993006993006993006993006993006993"
PSOE,123,"28,67132867132867132867132867132867132867"
FO,0,0
PP,170,"39,62703962703962703962703962703962703963"
PACMA,0,0
PCTE,0,0
PUM J,0,0
VOX,51,"11,88811188811188811188811188811188811189"
PUEDE,0,0
AEEV,1,",2331002331002331002331002331002331002331"
RC,0,0
SUMAR,80,"18,64801864801864801864801864801864801865"
Electores,602,100
Abstenciones,148,"24,58471760797342192691029900332225913621"
Votantes,454,"75,41528239202657807308970099667774086379"
Blancos,5,"1,10132158590308370044052863436123348018"
Validos,452,"99,55947136563876651982378854625550660793"
Nulos,2,",4405286343612334801762114537444933920705"
PSOE,143,"31,49779735682819383259911894273127753304"
FO,0,0
PP,172,"37,88546255506607929515418502202643171806"
PACMA,2,",4405286343612334801762114537444933920705"
PCTE,1,",2202643171806167400881057268722466960352"
PUM J,1,",2202643171806167400881057268722466960352"
VOX,59,"12,99559471365638766519823788546255506608"
PUEDE,0,0
AEEV,3,",6607929515418502202643171806167400881057"
RC,0,0
SUMAR,66,"14,53744493392070484581497797356828193833"
Electores,565,100
Abstenciones,140,"24,77876106194690265486725663716814159292"
Votantes,425,"75,22123893805309734513274336283185840708"
Blancos,3,",7058823529411764705882352941176470588235"
Validos,423,"99,52941176470588235294117647058823529412"
Nulos,2,",4705882352941176470588235294117647058824"
PSOE,139,"32,70588235294117647058823529411764705882"
FO,1,",2352941176470588235294117647058823529412"
PP,171,"40,23529411764705882352941176470588235294"
PACMA,5,"1,17647058823529411764705882352941176471"
PCTE,1,",2352941176470588235294117647058823529412"
PUM J,1,",2352941176470588235294117647058823529412"
VOX,47,"11,05882352941176470588235294117647058824"
PUEDE,0,0
AEEV,0,0
RC,1,",2352941176470588235294117647058823529412"
SUMAR,54,"12,70588235294117647058823529411764705882"
Electores,607,100
Abstenciones,169,"27,84184514003294892915980230642504118616"
Votantes,438,"72,15815485996705107084019769357495881384"
Blancos,7,"1,59817351598173515981735159817351598174"
Validos,434,"99,08675799086757990867579908675799086758"
Nulos,4,",9132420091324200913242009132420091324201"
PSOE,143,"32,64840182648401826484018264840182648402"
FO,0,0
PP,154,"35,15981735159817351598173515981735159817"
PACMA,2,",45662100456621004566210045662100456621"
PCTE,2,",45662100456621004566210045662100456621"
PUM J,0,0
VOX,57,"13,01369863013698630136986301369863013699"
PUEDE,0,0
AEEV,0,0
RC,0,0
SUMAR,69,"15,75342465753424657534246575342465753425"
Electores,515,100
Abstenciones,151,"29,32038834951456310679611650485436893204"
Votantes,364,"70,67961165048543689320388349514563106796"
Blancos,5,"1,37362637362637362637362637362637362637"
Validos,364,100
Nulos,0,0
PSOE,108,"29,67032967032967032967032967032967032967"
FO,1,",2747252747252747252747252747252747252747"
PP,125,"34,34065934065934065934065934065934065934"
PACMA,1,",2747252747252747252747252747252747252747"
PCTE,2,",5494505494505494505494505494505494505495"
PUM J,1,",2747252747252747252747252747252747252747"
VOX,50,"13,73626373626373626373626373626373626374"
PUEDE,0,0
AEEV,2,",5494505494505494505494505494505494505495"
RC,0,0
SUMAR,69,"18,95604395604395604395604395604395604396"
Electores,718,100
Abstenciones,179,"24,93036211699164345403899721448467966574"
Votantes,539,"75,06963788300835654596100278551532033426"
Blancos,5,",9276437847866419294990723562152133580705"
Validos,537,"99,62894248608534322820037105751391465677"
Nulos,2,",3710575139146567717996289424860853432282"
PSOE,155,"28,75695732838589981447124304267161410019"
FO,0,0
PP,242,"44,89795918367346938775510204081632653061"
PACMA,1,",1855287569573283858998144712430426716141"
PCTE,3,",5565862708719851576994434137291280148423"
PUM J,1,",1855287569573283858998144712430426716141"
VOX,65,"12,05936920222634508348794063079777365492"
PUEDE,0,0
AEEV,4,",7421150278293135435992578849721706864564"
RC,0,0
SUMAR,61,"11,31725417439703153988868274582560296846"
Electores,789,100
Abstenciones,203,"25,72877059569074778200253485424588086185"
Votantes,586,"74,27122940430925221799746514575411913815"
Blancos,5,",8532423208191126279863481228668941979522"
Validos,579,"98,80546075085324232081911262798634812287"
Nulos,7,"1,19453924914675767918088737201365187713"
PSOE,210,"35,83617747440273037542662116040955631399"
FO,2,",3412969283276450511945392491467576791809"
PP,212,"36,17747440273037542662116040955631399317"
PACMA,2,",3412969283276450511945392491467576791809"
PCTE,0,0
PUM J,0,0
VOX,63,"10,7508532423208191126279863481228668942"
PUEDE,0,0
AEEV,3,",5119453924914675767918088737201365187713"
RC,1,",1706484641638225255972696245733788395904"
SUMAR,81,"13,82252559726962457337883959044368600683"
Electores,511,100
Abstenciones,129,"25,24461839530332681017612524461839530333"
Votantes,382,"74,75538160469667318982387475538160469667"
Blancos,4,"1,04712041884816753926701570680628272251"
Validos,378,"98,95287958115183246073298429319371727749"
Nulos,4,"1,04712041884816753926701570680628272251"
PSOE,125,"32,72251308900523560209424083769633507853"
FO,1,",2617801047120418848167539267015706806283"
PP,131,"34,2931937172774869109947643979057591623"
PACMA,1,",2617801047120418848167539267015706806283"
PCTE,1,",2617801047120418848167539267015706806283"
PUM J,0,0
VOX,49,"12,82722513089005235602094240837696335079"
PUEDE,0,0
AEEV,1,",2617801047120418848167539267015706806283"
RC,0,0
SUMAR,65,"17,01570680628272251308900523560209424084"
Electores,489,100
Abstenciones,127,"25,97137014314928425357873210633946830266"
Votantes,362,"74,02862985685071574642126789366053169734"
Blancos,7,"1,93370165745856353591160220994475138122"
Validos,356,"98,34254143646408839779005524861878453039"
Nulos,6,"1,65745856353591160220994475138121546961"
PSOE,144,"39,77900552486187845303867403314917127072"
FO,1,",2762430939226519337016574585635359116022"
PP,116,"32,04419889502762430939226519337016574586"
PACMA,1,",2762430939226519337016574585635359116022"
PCTE,1,",2762430939226519337016574585635359116022"
PUM J,1,",2762430939226519337016574585635359116022"
VOX,51,"14,08839779005524861878453038674033149171"
PUEDE,0,0
AEEV,0,0
RC,0,0
SUMAR,34,"9,39226519337016574585635359116022099448"
Electores,528,100
Abstenciones,143,"27,08333333333333333333333333333333333333"
Votantes,385,"72,91666666666666666666666666666666666667"
Blancos,0,0
Validos,383,"99,48051948051948051948051948051948051948"
Nulos,2,",5194805194805194805194805194805194805195"
PSOE,137,"35,58441558441558441558441558441558441558"
FO,1,",2597402597402597402597402597402597402597"
PP,121,"31,42857142857142857142857142857142857143"
PACMA,5,"1,2987012987012987012987012987012987013"
PCTE,1,",2597402597402597402597402597402597402597"
PUM J,0,0
VOX,55,"14,28571428571428571428571428571428571429"
PUEDE,0,0
AEEV,3,",7792207792207792207792207792207792207792"
RC,0,0
SUMAR,60,"15,58441558441558441558441558441558441558"
Electores,431,100
Abstenciones,140,"32,48259860788863109048723897911832946636"
Votantes,291,"67,51740139211136890951276102088167053364"
Blancos,4,"1,37457044673539518900343642611683848797"
Validos,290,"99,65635738831615120274914089347079037801"
Nulos,1,",3436426116838487972508591065292096219931"
PSOE,97,"33,33333333333333333333333333333333333333"
FO,2,",6872852233676975945017182130584192439863"
PP,98,"33,67697594501718213058419243986254295533"
PACMA,1,",3436426116838487972508591065292096219931"
PCTE,1,",3436426116838487972508591065292096219931"
PUM J,0,0
VOX,34,"11,68384879725085910652920962199312714777"
PUEDE,1,",3436426116838487972508591065292096219931"
AEEV,1,",3436426116838487972508591065292096219931"
RC,0,0
SUMAR,51,"17,52577319587628865979381443298969072165"
Electores,464,100
Abstenciones,133,"28,66379310344827586206896551724137931034"
Votantes,331,"71,33620689655172413793103448275862068966"
Blancos,5,"1,51057401812688821752265861027190332326"
Validos,327,"98,79154078549848942598187311178247734139"
Nulos,4,"1,20845921450151057401812688821752265861"
PSOE,111,"33,53474320241691842900302114803625377644"
FO,2,",6042296072507552870090634441087613293051"
PP,98,"29,60725075528700906344410876132930513595"
PACMA,0,0
PCTE,1,",3021148036253776435045317220543806646526"
PUM J,1,",3021148036253776435045317220543806646526"
VOX,53,"16,01208459214501510574018126888217522659"
PUEDE,0,0
AEEV,3,",9063444108761329305135951661631419939577"
RC,1,",3021148036253776435045317220543806646526"
SUMAR,52,"15,70996978851963746223564954682779456193"
Electores,692,100
Abstenciones,217,"31,35838150289017341040462427745664739884"
Votantes,475,"68,64161849710982658959537572254335260116"
Blancos,3,",6315789473684210526315789473684210526316"
Validos,471,"99,15789473684210526315789473684210526316"
Nulos,4,",8421052631578947368421052631578947368421"
PSOE,158,"33,26315789473684210526315789473684210526"
FO,0,0
PP,171,36
PACMA,2,",4210526315789473684210526315789473684211"
PCTE,0,0
PUM J,0,0
VOX,55,"11,57894736842105263157894736842105263158"
PUEDE,0,0
AEEV,1,",2105263157894736842105263157894736842105"
RC,0,0
SUMAR,81,"17,05263157894736842105263157894736842105"
Electores,665,100
Abstenciones,196,"29,47368421052631578947368421052631578947"
Votantes,469,"70,52631578947368421052631578947368421053"
Blancos,5,"1,06609808102345415778251599147121535181"
Validos,465,"99,14712153518123667377398720682302771855"
Nulos,4,",8528784648187633262260127931769722814499"
PSOE,187,"39,87206823027718550106609808102345415778"
FO,1,",2132196162046908315565031982942430703625"
PP,149,"31,76972281449893390191897654584221748401"
PACMA,1,",2132196162046908315565031982942430703625"
PCTE,2,",4264392324093816631130063965884861407249"
PUM J,0,0
VOX,42,"8,95522388059701492537313432835820895522"
PUEDE,0,0
AEEV,3,",6396588486140724946695095948827292110874"
RC,1,",2132196162046908315565031982942430703625"
SUMAR,74,"15,77825159914712153518123667377398720682"
Electores,679,100
Abstenciones,201,"29,60235640648011782032400589101620029455"
Votantes,478,"70,39764359351988217967599410898379970545"
Blancos,8,"1,67364016736401673640167364016736401674"
Validos,476,"99,58158995815899581589958158995815899582"
Nulos,2,",4184100418410041841004184100418410041841"
PSOE,173,"36,19246861924686192468619246861924686192"
FO,2,",4184100418410041841004184100418410041841"
PP,150,"31,38075313807531380753138075313807531381"
PACMA,3,",6276150627615062761506276150627615062762"
PCTE,0,0
PUM J,1,",2092050209205020920502092050209205020921"
VOX,51,"10,66945606694560669456066945606694560669"
PUEDE,0,0
AEEV,4,",8368200836820083682008368200836820083682"
RC,0,0
SUMAR,84,"17,57322175732217573221757322175732217573"
Electores,417,100
Abstenciones,110,"26,37889688249400479616306954436450839329"
Votantes,307,"73,62110311750599520383693045563549160671"
Blancos,3,",9771986970684039087947882736156351791531"
Validos,306,"99,67426710097719869706840390879478827362"
Nulos,1,",3257328990228013029315960912052117263844"
PSOE,125,"40,71661237785016286644951140065146579805"
FO,0,0
PP,94,"30,61889250814332247557003257328990228013"
PACMA,0,0
PCTE,1,",3257328990228013029315960912052117263844"
PUM J,0,0
VOX,32,"10,4234527687296416938110749185667752443"
PUEDE,0,0
AEEV,2,",6514657980456026058631921824104234527687"
RC,0,0
SUMAR,49,"15,96091205211726384364820846905537459283"
Electores,420,100
Abstenciones,110,"26,19047619047619047619047619047619047619"
Votantes,310,"73,80952380952380952380952380952380952381"
Blancos,6,"1,93548387096774193548387096774193548387"
Validos,308,"99,35483870967741935483870967741935483871"
Nulos,2,",6451612903225806451612903225806451612903"
PSOE,111,"35,80645161290322580645161290322580645161"
FO,0,0
PP,90,"29,03225806451612903225806451612903225806"
PACMA,3,",9677419354838709677419354838709677419355"
PCTE,2,",6451612903225806451612903225806451612903"
PUM J,0,0
VOX,35,"11,29032258064516129032258064516129032258"
PUEDE,0,0
AEEV,1,",3225806451612903225806451612903225806452"
RC,1,",3225806451612903225806451612903225806452"
SUMAR,59,"19,03225806451612903225806451612903225806"
Electores,630,100
Abstenciones,144,"22,85714285714285714285714285714285714286"
Votantes,486,"77,14285714285714285714285714285714285714"
